type,luxury,beach,wild,rating,distance_km,longitude,latitude,cluster
0,0,0,0,2.6,23.803812632705466,-3.4534154,40.320445,0
1,0,0,0,2.6,19.57060623188496,-3.4534154,40.320445,0
1,0,0,0,2.6,29.95432875613848,-3.4534154,40.320445,0
1,0,0,0,2.6,15.251847729165672,-3.4534154,40.320445,0
1,0,0,0,2.6,28.783727258852636,-3.4534154,40.320445,0
1,0,0,0,2.6,26.821383390391397,-3.4534154,40.320445,0
1,0,0,1,2.6,31.95250531797836,-3.4534154,40.320445,0
1,0,0,0,2.6,28.68584026788305,-3.4534154,40.320445,0
2,0,0,1,2.6,39.12187520448817,-3.4534154,40.320445,0
2,0,0,1,2.6,33.206907631712625,-3.4534154,40.320445,0
2,0,0,1,2.6,30.27242871186685,-3.4534154,40.320445,0
2,0,0,1,2.6,58.14184832291576,-3.4534154,40.320445,0
0,0,0,0,4.3,50.59515089443863,-4.2879057,40.5092894,0
1,0,0,1,4.3,47.77648292021175,-4.2879057,40.5092894,0
1,0,0,1,4.3,53.07591467441318,-4.2879057,40.5092894,0
1,0,0,1,4.3,48.26722560031583,-4.2879057,40.5092894,0
1,0,0,1,4.3,43.005735035135984,-4.2879057,40.5092894,0
2,0,0,1,4.3,35.79057107325341,-4.2879057,40.5092894,0
2,0,0,1,4.3,41.316303818024345,-4.2879057,40.5092894,0
2,0,0,1,4.3,37.10354341145928,-4.2879057,40.5092894,0
2,0,0,1,4.3,27.457804575882985,-4.2879057,40.5092894,0
0,0,0,0,4.4,41.94351971201532,-3.3478566,40.6793601,0
1,0,0,0,4.4,21.723144276999445,-3.3478566,40.6793601,0
1,0,0,1,4.4,57.9668368133669,-3.3478566,40.6793601,0
1,0,0,0,4.4,26.979128425644586,-3.3478566,40.6793601,0
1,0,0,1,4.4,60.95859744650318,-3.3478566,40.6793601,0
1,0,0,1,4.4,52.539310281976455,-3.3478566,40.6793601,0
1,0,0,1,4.4,54.938010108108166,-3.3478566,40.6793601,0
1,0,0,0,4.4,29.133616035230027,-3.3478566,40.6793601,0
2,0,0,1,4.4,49.63073386441162,-3.3478566,40.6793601,0
2,0,0,1,4.4,46.66298677973036,-3.3478566,40.6793601,0
2,0,0,1,4.4,27.082414781635155,-3.3478566,40.6793601,0
0,1,0,0,3.5,11.132716983394522,-3.688885599999999,40.3171686,0
1,1,0,1,3.5,32.911186407315164,-3.688885599999999,40.3171686,0
1,1,0,0,3.5,10.197350902783947,-3.688885599999999,40.3171686,0
1,1,0,0,3.5,23.84409206328195,-3.688885599999999,40.3171686,0
1,1,0,0,3.5,11.446552685104647,-3.688885599999999,40.3171686,0
1,1,0,0,3.5,6.975289884962132,-3.688885599999999,40.3171686,0
1,1,0,0,3.5,12.259734894084486,-3.688885599999999,40.3171686,0
1,1,0,0,3.5,24.828690948567,-3.688885599999999,40.3171686,0
2,1,0,1,3.5,17.63060307450349,-3.688885599999999,40.3171686,0
2,1,0,1,3.5,27.37179428156753,-3.688885599999999,40.3171686,0
0,0,0,0,4.4,34.843472692956986,-3.5586912,40.7103918,0
1,0,0,0,4.4,29.802465511000804,-3.5586912,40.7103918,0
1,0,0,1,4.4,51.06746394771457,-3.5586912,40.7103918,0
1,0,0,0,4.4,29.03263477895932,-3.5586912,40.7103918,0
1,0,0,1,4.4,45.635252007561455,-3.5586912,40.7103918,0
1,0,0,1,4.4,46.36626990475225,-3.5586912,40.7103918,0
1,0,0,0,4.4,20.342543359966765,-3.5586912,40.7103918,0
2,0,0,1,4.4,17.75855288500466,-3.5586912,40.7103918,0
0,0,1,0,3.8,16.555030150641997,2.0427398,41.272401,0
1,0,1,0,3.8,25.738878047671665,2.0427398,41.272401,0
1,0,0,0,3.8,23.713661787994653,2.0427398,41.272401,0
2,0,0,1,3.8,22.47585854600229,2.0427398,41.272401,0
2,0,0,0,3.8,5.603119998183801,2.0427398,41.272401,0
2,0,0,1,3.8,53.2974964666622,2.0427398,41.272401,0
2,0,0,1,3.8,44.73009348010752,2.0427398,41.272401,0
2,0,0,1,3.8,27.18335100537357,2.0427398,41.272401,0
2,0,0,1,3.8,42.3241668240068,2.0427398,41.272401,0
2,0,0,1,3.8,25.49524254974508,2.0427398,41.272401,0
0,0,1,0,4.1,53.51709969419014,2.7210797,41.6317495,0
1,0,1,1,4.1,44.71103334629287,2.7210797,41.6317495,0
1,0,0,1,4.1,47.42005635799385,2.7210797,41.6317495,0
2,0,0,1,4.1,25.28120460075627,2.7210797,41.6317495,0
2,0,0,1,4.1,36.28133849731239,2.7210797,41.6317495,0
2,0,0,1,4.1,50.98924921169316,2.7210797,41.6317495,0
0,0,1,0,4.2,31.94879064314977,2.4828059,41.5513733,0
1,0,1,0,4.2,22.99051627872425,2.4828059,41.5513733,0
1,0,0,0,4.2,25.65766162105456,2.4828059,41.5513733,0
2,0,0,1,4.2,34.23511222883902,2.4828059,41.5513733,0
2,0,0,1,4.2,51.95296982051918,2.4828059,41.5513733,0
2,0,0,0,4.2,3.500986853537767,2.4828059,41.5513733,0
2,0,0,0,4.2,17.420420599646103,2.4828059,41.5513733,0
2,0,0,1,4.2,29.4398564893944,2.4828059,41.5513733,0
0,0,1,0,3.6,19.27067916812308,1.9992676,41.2698319,0
1,0,1,0,3.6,28.46105041170724,1.9992676,41.2698319,0
1,0,0,0,3.6,26.241125925614316,1.9992676,41.2698319,0
2,0,0,1,3.6,23.61709884421836,1.9992676,41.2698319,0
2,0,0,0,3.6,2.2083632782601974,1.9992676,41.2698319,0
2,0,0,1,3.6,52.39415914300976,1.9992676,41.2698319,0
2,0,0,1,3.6,47.70060756113879,1.9992676,41.2698319,0
2,0,0,1,3.6,23.581111193908036,1.9992676,41.2698319,0
2,0,0,1,3.6,44.43173333722128,1.9992676,41.2698319,0
2,0,0,1,3.6,27.130823877186614,1.9992676,41.2698319,0
0,0,1,0,4.2,49.7964961411574,2.6791795,41.619099,0
1,0,1,1,4.2,40.96447875613325,2.6791795,41.619099,0
1,0,0,1,4.2,43.66580743844864,2.6791795,41.619099,0
2,0,0,1,4.2,52.07679611571594,2.6791795,41.619099,0
2,0,0,1,4.2,21.520913587984708,2.6791795,41.619099,0
2,0,0,1,4.2,32.71266211978066,2.6791795,41.619099,0
2,0,0,1,4.2,47.23591413367723,2.6791795,41.619099,0
0,0,1,0,4.2,43.410820023484455,1.6928816,41.2320253,0
1,0,1,1,4.2,52.01804934503542,1.6928816,41.2320253,0
1,0,1,1,4.2,39.66786301686222,1.6928816,41.2320253,0
1,0,0,1,4.2,49.32730325887057,1.6928816,41.2320253,0
2,0,0,1,4.2,42.37775967139124,1.6928816,41.2320253,0
2,0,0,1,4.2,24.370497125206327,1.6928816,41.2320253,0
2,0,0,0,4.2,3.451375172702977,1.6928816,41.2320253,0
2,0,0,1,4.2,64.76512713928511,1.6928816,41.2320253,0
2,0,0,1,4.2,47.103927630178816,1.6928816,41.2320253,0
0,0,1,0,4.4,50.47603567372192,2.6863926,41.6219696,0
1,0,1,1,4.4,41.64493365447642,2.6863926,41.6219696,0
1,0,0,1,4.4,44.345958451444986,2.6863926,41.6219696,0
2,0,0,1,4.4,52.74732722556743,2.6863926,41.6219696,0
2,0,0,1,4.4,22.200272592051185,2.6863926,41.6219696,0
2,0,0,1,4.4,33.32781899744548,2.6863926,41.6219696,0
2,0,0,1,4.4,47.90523544456803,2.6863926,41.6219696,0
0,0,1,0,3.4,49.33252984861029,1.6377465,41.1949741,0
1,0,1,1,3.4,34.072547007556274,1.6377465,41.1949741,0
1,0,0,1,3.4,55.37827169473489,1.6377465,41.1949741,0
2,0,0,1,3.4,48.56209159091235,1.6377465,41.1949741,0
2,0,0,1,3.4,29.93815132367229,1.6377465,41.1949741,0
2,0,0,0,3.4,7.850039999692735,1.6377465,41.1949741,0
2,0,0,1,3.4,53.28001117681798,1.6377465,41.1949741,0
0,0,1,0,4.4,40.47303832246165,2.4838861,41.6642506,0
1,0,0,1,4.4,33.40753428972425,2.4838861,41.6642506,0
2,0,0,1,4.4,39.42226246411591,2.4838861,41.6642506,0
2,0,0,1,4.4,60.13703256064254,2.4838861,41.6642506,0
2,0,0,0,4.4,14.38467676826568,2.4838861,41.6642506,0
2,0,0,1,4.4,17.619898336292447,2.4838861,41.6642506,0
2,0,0,1,4.4,34.618011741686615,2.4838861,41.6642506,0
0,0,1,0,4.1,63.63077426913923,2.6859842,41.8085646,0
1,0,0,1,4.1,56.61635031991955,2.6859842,41.8085646,0
2,0,0,1,4.1,62.37980123153128,2.6859842,41.8085646,0
2,0,0,1,4.1,36.13681073906059,2.6859842,41.8085646,0
2,0,0,1,4.1,40.09279153350585,2.6859842,41.8085646,0
2,0,0,1,4.1,57.64255957897251,2.6859842,41.8085646,0
0,0,1,0,4.1,44.94571890848647,1.6877855,41.2076314,0
1,0,1,1,4.1,38.487849049375946,1.6877855,41.2076314,0
1,0,0,1,4.1,51.051709111784646,1.6877855,41.2076314,0
2,0,0,1,4.1,44.45623086463401,1.6877855,41.2076314,0
2,0,0,1,4.1,25.511810156588044,1.6877855,41.2076314,0
2,0,0,0,4.1,3.4293787128729765,1.6877855,41.2076314,0
2,0,0,1,4.1,66.86153721274655,1.6877855,41.2076314,0
2,0,0,1,4.1,49.13227237789586,1.6877855,41.2076314,0
0,0,1,0,3.6,48.67786361098799,1.6432778,41.1998891,0
1,0,1,1,3.6,34.658949937472805,1.6432778,41.1998891,0
1,0,0,1,3.6,54.70309657456405,1.6432778,41.1998891,0
2,0,0,1,3.6,47.857098191136416,1.6432778,41.1998891,0
2,0,0,1,3.6,29.32728788544025,1.6432778,41.1998891,0
2,0,0,0,3.6,7.259865633204387,1.6432778,41.1998891,0
2,0,0,1,3.6,52.57822134091053,1.6432778,41.1998891,0
0,0,1,0,4.2,46.97004273784238,2.6465107,41.6104356,0
1,0,0,1,4.2,40.79929051701327,2.6465107,41.6104356,0
2,0,0,1,4.2,49.18976567238583,2.6465107,41.6104356,0
2,0,0,1,4.2,18.646602891168826,2.6465107,41.6104356,0
2,0,0,1,4.2,29.963969665645624,2.6465107,41.6104356,0
2,0,0,1,4.2,44.34981490344981,2.6465107,41.6104356,0
0,0,1,0,3.1,14.949653204642884,2.3039612,41.4753526,0
1,0,1,0,3.1,5.84485715203189,2.3039612,41.4753526,0
1,0,0,0,3.1,8.536945904037612,2.3039612,41.4753526,0
2,0,0,1,3.1,18.166884882361465,2.3039612,41.4753526,0
2,0,0,1,3.1,34.93466606331316,2.3039612,41.4753526,0
2,0,0,1,3.1,48.95915593300579,2.3039612,41.4753526,0
2,0,0,0,3.1,13.664776530313413,2.3039612,41.4753526,0
2,0,0,1,3.1,56.2429134055584,2.3039612,41.4753526,0
2,0,0,0,3.1,14.59971552964248,2.3039612,41.4753526,0
2,0,0,0,3.1,13.817583424749625,2.3039612,41.4753526,0
0,0,1,0,3.9,58.05552488455154,2.7701145,41.6497746,0
1,0,1,1,3.9,49.25985278387931,2.7701145,41.6497746,0
1,0,0,1,3.9,51.96949988537756,2.7701145,41.6497746,0
2,0,0,1,3.9,29.82852857202184,2.7701145,41.6497746,0
2,0,0,1,3.9,40.54123097508744,2.7701145,41.6497746,0
0,0,1,0,4.7,32.634069856561766,1.8166639,41.2610256,0
1,0,1,1,4.7,50.53040956942803,1.8166639,41.2610256,0
1,0,0,1,4.7,38.74098227943824,1.8166639,41.2610256,0
2,0,0,1,4.7,32.54429932100975,1.8166639,41.2610256,0
2,0,0,0,4.7,13.568464649884808,1.8166639,41.2610256,0
2,0,0,0,4.7,9.049698701104775,1.8166639,41.2610256,0
2,0,0,1,4.7,54.913775611155145,1.8166639,41.2610256,0
2,0,0,1,4.7,37.10930893817424,1.8166639,41.2610256,0
0,0,1,0,4.1,44.53756832883805,2.6051425,41.6178221,0
2,0,0,1,4.1,46.202020281836646,2.6051425,41.6178221,0
2,0,0,0,4.1,16.041055287816715,2.6051425,41.6178221,0
2,0,0,1,4.1,41.34448998914545,2.6051425,41.6178221,0
0,0,1,0,3.7,39.83460566818423,2.5679573,41.5834771,0
2,0,0,1,3.7,42.04326071179481,2.5679573,41.5834771,0
2,0,0,1,3.7,59.82257161714598,2.5679573,41.5834771,0
2,0,0,0,3.7,11.446968747612669,2.5679573,41.5834771,0
2,0,0,1,3.7,37.21575751269479,2.5679573,41.5834771,0
0,2,1,0,4.3,13.589203711179875,-0.4456732,39.5798786,0
1,2,1,1,4.3,56.39257447088559,-0.4456732,39.5798786,0
2,2,0,0,4.3,8.45951566168369,-0.4456732,39.5798786,0
0,0,1,0,4.0,48.74969606180871,-0.1977363,39.0533177,0
2,0,0,1,4.0,54.302212420369926,-0.1977363,39.0533177,0
2,0,0,0,4.0,9.537549255197543,-0.1977363,39.0533177,0
0,0,1,0,3.9,31.85131198263161,-0.1936164,39.7195615,0
1,0,1,1,3.9,32.004462578466146,-0.1936164,39.7195615,0
2,0,0,1,3.9,32.14935325500733,-0.1936164,39.7195615,0
0,0,1,0,4.0,28.04933791347585,-0.3600363,39.72223,0
1,0,1,1,4.0,39.50465726691034,-0.3600363,39.72223,0
2,0,0,1,4.0,25.290068553298507,-0.3600363,39.72223,0
0,0,1,0,4.4,43.23749263695783,-0.127309,39.8084335,0
1,0,1,0,4.4,20.76150484956818,-0.127309,39.8084335,0
2,0,0,1,4.4,43.35245232068409,-0.127309,39.8084335,0
0,1,1,0,3.4,9.93716594022284,-0.3327275,39.3870227,0
2,1,0,0,3.4,16.0686432061261,-0.3327275,39.3870227,0
2,1,0,1,3.4,48.24778663267179,-0.3327275,39.3870227,0
0,0,1,0,3.6,9.068146631728444,-0.3324727,39.3956328,0
2,0,0,0,3.6,15.321668283578942,-0.3324727,39.3956328,0
2,0,0,1,3.6,49.16411106215435,-0.3324727,39.3956328,0
0,0,1,0,3.8,39.71103588822001,-0.1490081,39.7814143,0
1,0,1,0,3.8,24.211263742198025,-0.1490081,39.7814143,0
2,0,0,1,3.8,39.85222267700133,-0.1490081,39.7814143,0
0,0,1,0,3.6,9.88218805234776,-0.331795,39.387858,0
2,0,0,0,3.6,16.04177519955784,-0.331795,39.387858,0
2,0,0,1,3.6,48.3158884385519,-0.331795,39.387858,0
0,0,1,0,3.4,27.120472175984577,-0.2633712,39.2418988,0
2,0,0,1,3.4,32.9378443209044,-0.2633712,39.2418988,0
0,0,1,0,4.7,55.27114669510991,-0.6854439999999999,39.033931,0
0,0,1,0,2.9,9.784826110755136,-0.3319249,39.3887673,0
2,0,0,0,2.9,15.954194285982547,-0.3319249,39.3887673,0
0,0,1,0,4.4,17.02417433473055,-0.2775216,39.6028103,0
1,0,1,1,4.4,46.76783607448223,-0.2775216,39.6028103,0
2,0,0,1,4.4,17.992674739965853,-0.2775216,39.6028103,0
0,0,1,0,3.5,17.63884892208855,-0.2691885,39.6054189,0
1,0,1,1,3.5,46.20964518906897,-0.2691885,39.6054189,0
2,0,0,1,3.5,18.737413913622927,-0.2691885,39.6054189,0
0,0,1,0,3.3,23.29809938417452,-0.2778018,39.2744749,0
2,0,0,1,3.3,29.16602560776852,-0.2778018,39.2744749,0
0,0,1,0,4.5,49.47904109416714,-0.1992968,39.0460052,0
0,0,1,0,4.6,9.172424681829888,-0.3442635,39.5487109,0
1,0,1,1,4.6,54.68253751078981,-0.3442635,39.5487109,0
2,0,0,0,4.6,9.86259715669654,-0.3442635,39.5487109,0
0,0,1,0,4.3,45.44988994922594,-0.2125081,39.0808195,0
2,0,0,1,4.3,50.992219301724106,-0.2125081,39.0808195,0
0,0,1,0,4.1,53.10078092864946,-0.6184737,39.91005,0
1,0,1,1,4.1,49.3301560109306,-0.6184737,39.91005,0
2,0,0,1,4.1,47.55467533843217,-0.6184737,39.91005,0
0,0,0,0,3.9,13.063957787419298,-5.9365859,37.2777621,0
1,0,0,0,3.9,1.468562841239676,-5.9365859,37.2777621,0
2,0,0,0,3.9,10.854355845710057,-5.9365859,37.2777621,0
0,0,0,0,4.0,25.359529076462223,-6.234493000000001,37.27796439999999,0
1,0,0,0,4.0,27.53039651480213,-6.234493000000001,37.27796439999999,0
2,0,0,1,4.0,35.47924361789761,-6.234493000000001,37.27796439999999,0
0,0,0,0,4.8,65.67378745397527,-5.427595300000001,37.7811974,0
2,0,0,1,4.8,61.16110535495284,-5.427595300000001,37.7811974,0
0,2,0,0,3.8,0.0,-5.9844589,37.3890924,0
1,2,0,0,3.8,12.56656119300222,-5.9844589,37.3890924,0
2,2,0,0,3.8,13.77574914272152,-5.9844589,37.3890924,0
0,0,0,0,4.1,38.87778476269004,-6.3825891,37.2421339,0
1,0,0,1,4.1,40.95492711253122,-6.3825891,37.2421339,0
2,0,0,1,4.1,49.15878778203077,-6.3825891,37.2421339,0
0,1,0,0,3.9,52.64207180001687,-6.4906016,37.14141499999999,0
1,1,0,1,3.9,52.78958836596087,-6.4906016,37.14141499999999,0
2,1,1,1,3.9,42.72840273433244,-6.4906016,37.14141499999999,0
0,0,0,0,3.6,37.37106976940503,-6.1219758,37.7075063,0
1,0,0,1,3.6,49.8823675232892,-6.1219758,37.7075063,0
2,0,0,1,3.6,47.74939277634253,-6.1219758,37.7075063,0
0,0,0,0,4.1,52.63976851815752,-6.490577,37.1414226,0
1,0,0,1,4.1,52.7872492055325,-6.490577,37.1414226,0
2,0,1,1,4.1,42.72858210198934,-6.490577,37.1414226,0
0,0,0,0,4.3,8.463611262405301,-6.077667,37.372268,0
1,0,0,0,4.3,16.593290582080478,-6.077667,37.372268,0
2,0,0,1,4.3,21.20690089688421,-6.077667,37.372268,0
0,2,0,0,5.0,29.58170530652638,-5.7793145,37.1789115,0
1,2,0,0,5.0,17.555041660890467,-5.7793145,37.1789115,0
2,2,0,1,5.0,18.68347599267136,-5.7793145,37.1789115,0
0,0,0,0,4.6,26.150607503454008,-5.7769898,37.221599,0
1,0,0,0,4.6,14.921660912359153,-5.7769898,37.221599,0
2,0,0,0,4.6,14.30984279568586,-5.7769898,37.221599,0
0,0,0,0,4.4,19.74316000413777,-5.963634,37.2119789,0
1,0,0,0,4.4,8.98693298571774,-5.963634,37.2119789,0
2,0,0,1,4.4,17.821299461205466,-5.963634,37.2119789,0
0,2,0,0,4.2,16.42290465669333,-6.1681059,37.3686388,0
1,2,0,0,4.2,23.45386190170932,-6.1681059,37.3686388,0
2,2,0,1,4.2,29.08742007844229,-6.1681059,37.3686388,0
0,0,0,0,4.4,44.64004633111827,-6.3130017,37.6945951,0
1,0,0,1,4.4,56.856762630213375,-6.3130017,37.6945951,0
