type,luxury,beach,wild,rating,distance_km,longitude,latitude,cluster
2,0,0,1,4.1,50.93748787633985,-0.415273,38.3929405,0
2,0,0,1,4.1,34.55049246298123,-0.415273,38.3929405,0
1,0,0,1,4.1,45.222463835084376,-0.0644746,38.577659,0
2,0,0,1,4.1,44.57266953696836,-0.0644746,38.577659,0
1,0,0,1,4.4,36.74535225659274,-0.1814658,38.5706309,0
2,0,0,1,4.4,44.116698153243874,-0.1814658,38.5706309,0
1,0,0,1,4.3,58.38353888633592,0.0603533999999999,38.6444712,0
2,0,0,1,4.3,41.742095692534974,0.0603533999999999,38.6444712,0
1,0,0,1,4.2,41.30168517188042,-0.0980555999999999,38.5536111,0
2,0,0,1,4.2,46.61428842476041,-0.0980555999999999,38.5536111,0
1,0,0,1,4.4,39.983716770499306,-0.1112939,38.5477952,0
2,0,0,1,4.4,47.082422488596286,-0.1112939,38.5477952,0
1,0,0,0,4.2,30.19634506735378,-0.2228514,38.5180878,0
2,0,0,1,4.2,50.25165131808027,-0.2228514,38.5180878,0
1,2,0,1,4.7,41.80556547349926,-0.9126554,38.5239774,0
2,2,0,0,4.7,11.423943976790897,-0.9126554,38.5239774,0
1,0,0,1,4.0,31.595538602786192,-0.2000571,38.5155669,0
1,2,0,1,4.2,44.37937675173536,-0.0817777,38.5836485,0
2,2,0,1,4.2,43.59396422562253,-0.0817777,38.5836485,0
1,0,0,1,4.2,45.49715437376857,-0.5493498,38.7532578,0
2,0,0,1,4.2,39.6419266734593,-0.5493498,38.7532578,0
2,0,0,1,4.2,37.50998651914959,-0.5493498,38.7532578,0
1,0,0,1,4.1,40.33978111156356,-0.1034954,38.544345,0
1,0,0,0,4.3,8.555728413939908,-4.812183399999999,37.9607464,0
1,0,0,0,4.0,25.941902201694383,-4.9188147,37.6823037,0
1,0,0,0,4.1,21.095620811930544,-4.554094399999999,37.9535361,0
1,0,0,0,4.3,30.30929789830524,-4.8592984,37.6225718,0
1,0,0,0,4.1,25.077584268006667,-4.927544,38.081292,0
1,1,0,0,4.6,8.524331979868055,-4.8125559,37.9603391,0
1,0,0,0,4.4,2.864557756507394,-4.788258799999999,37.9130065,0
1,0,0,0,4.4,26.0017657931428,-5.0596809,37.8141332,0
1,0,0,1,4.4,64.18772624096597,-4.2921349,37.4586852,0
1,1,0,0,4.4,4.443692153091983,-4.7917346,37.84935540000001,0
1,0,0,1,4.4,49.61153739385968,-4.2190367,37.9402377,0
1,0,0,0,4.3,29.150996043603392,-5.005084999999999,41.495706,0
1,0,0,0,3.5,20.420144420142027,-4.587886,41.804972,0
2,0,0,1,3.5,23.260316573965408,-4.587886,41.804972,0
1,2,0,1,4.0,42.11126546788882,-4.5345963,42.0037729,0
2,2,0,0,4.0,0.8134924168547094,-4.5345963,42.0037729,0
1,0,0,1,4.3,36.575466934881,-5.1393341,41.5450091,0
1,2,0,0,4.6,19.77772062646496,-4.9618617,41.6473954,0
2,2,0,1,4.6,53.97631957911808,-4.9618617,41.6473954,0
1,2,0,1,4.7,32.69840559668993,-4.9614443,41.4177525,0
1,2,0,1,4.9,51.61764381628738,-4.526985799999999,42.0929002,0
2,2,0,0,4.9,9.244212898174109,-4.526985799999999,42.0929002,0
1,0,0,1,4.0,40.926858787496194,-2.1725252,42.8515982,0
1,0,0,1,4.0,43.28664910042371,-2.1725252,42.8515982,0
1,0,0,1,4.2,64.76185125401997,-2.146357,43.289788,0
1,0,1,0,4.2,13.768161508233735,-2.146357,43.289788,0
1,0,0,1,4.3,40.48400191298152,-2.2531709,42.6608649,0
1,0,0,1,4.3,52.51438998805056,-2.2531709,42.6608649,0
1,0,0,1,4.0,48.99033854899257,-2.0790835,42.9128461,0
1,0,0,1,4.0,37.12327049594422,-2.0790835,42.9128461,0
1,0,1,1,4.0,45.74622475624116,-2.0790835,42.9128461,0
1,0,0,0,4.3,18.03910737480269,-2.8793786,42.7953568,0
1,0,0,1,4.2,65.57818458150227,-2.12574,43.2859993,0
1,0,1,0,4.2,12.26342487824552,-2.12574,43.2859993,0
1,1,0,1,3.9,59.60251974558222,-2.247827,43.289727,0
1,1,1,0,3.9,21.863210180852448,-2.247827,43.289727,0
1,0,0,1,3.8,49.87985764469453,-2.915196,42.4412201,0
1,0,0,1,3.5,41.25502280828557,-2.921689,42.53018429999999,0
1,0,0,1,4.4,52.940431670963456,-3.2666329,42.6636772,0
1,0,0,1,3.9,46.06661876769275,-2.4544324,42.4712299,0
1,0,0,1,4.1,42.04398641480066,-2.5681189,42.4827423,0
1,1,0,1,3.7,40.96231768527191,-2.172093,42.85143840000001,0
1,0,0,1,4.4,46.4066403386844,-2.1166309,42.77210789999999,0
1,0,0,1,3.5,49.54336591294872,-2.5519477,42.416279,0
1,0,0,0,3.1,4.715783480985219,-2.7221277,42.830651,0
1,0,0,1,4.3,33.939944439338625,-2.8538935,42.578232,0
1,0,1,0,4.1,14.684602938169624,-16.3762503,28.5376493,0
1,0,0,0,4.1,8.118399877132934,-16.3762503,28.5376493,0
1,0,1,1,4.5,53.25188875488483,-16.7470798,28.2661549,0
1,0,0,1,4.5,48.86040419204885,-16.7470798,28.2661549,0
1,0,1,1,4.3,44.04796906837895,-16.4645198,28.1135806,0
1,0,0,1,4.3,43.91814018949125,-16.4645198,28.1135806,0
1,0,1,1,4.0,43.92362934143436,-16.467433,28.116258,0
1,0,0,1,4.0,43.73457797566735,-16.467433,28.116258,0
1,0,1,0,4.0,14.215886648193417,-16.3313282,28.5709838,0
1,0,0,0,4.0,9.38550812657447,-16.3313282,28.5709838,0
1,0,1,1,4.2,45.898280147294834,-16.5952909,28.1822721,0
1,0,0,1,4.2,43.52030053849804,-16.5952909,28.1822721,0
1,0,1,1,4.2,62.87825948014872,-16.6630909,28.0285496,0
1,0,1,1,4.2,45.09436557339596,-16.4733419,28.1070827,0
1,0,0,1,4.2,44.88851339267909,-16.4733419,28.1070827,0
1,0,1,0,4.4,13.330640998689743,-16.3800661,28.4233223,0
1,0,0,0,4.4,9.48282137236195,-16.3800661,28.4233223,0
1,0,1,0,4.2,27.170583805743732,-16.5006847,28.3554609,0
1,0,0,0,4.2,23.27162346513899,-16.5006847,28.3554609,0
1,0,1,0,3.7,15.7894048328613,-16.4118744,28.4464363,0
1,0,0,0,3.7,10.437696411177717,-16.4118744,28.4464363,0
1,0,1,1,4.4,39.06334947510662,-16.6297001,28.3512742,0
1,0,0,1,4.4,34.246997251625125,-16.6297001,28.3512742,0
1,0,1,1,4.2,40.03652711438279,-16.64018310862652,28.35132612953601,0
1,0,0,1,4.2,35.169512176178806,-16.64018310862652,28.35132612953601,0
1,0,1,0,3.9,22.284102101388267,-16.3757978,28.2950672,0
1,0,0,0,3.9,22.108927436052134,-16.3757978,28.2950672,0
1,0,1,1,4.7,56.3702712141448,-16.5937679,28.0548874,0
1,0,1,1,5.0,41.60730509358036,-16.6291304,28.2915637,0
1,0,0,0,4.2,5.95338207346694,-3.5861325,37.1247289,0
2,0,1,1,4.2,59.69556563706114,-3.5861325,37.1247289,0
1,0,0,1,3.8,50.94595660190839,-3.834622999999999,36.75933759999999,0
2,0,1,1,3.8,23.85225675254488,-3.834622999999999,36.75933759999999,0
1,0,0,0,4.2,10.413574234971994,-3.4917778,37.1385146,0
1,0,0,0,4.0,7.6734726510555,-3.6311893,37.2414475,0
1,0,0,0,4.1,11.112840858886443,-3.4881719,37.2248594,0
1,2,0,1,4.1,45.68067182272299,-3.1716927,36.9483975,0
1,0,0,1,3.9,55.21666462741076,-3.3012938,36.7407735,0
1,0,0,1,4.2,35.68515192913332,-3.2706763,36.9918819,0
1,0,0,0,4.5,12.914345732177724,-3.454792,37.1593972,0
1,0,0,1,3.7,50.50093063258926,-3.7533588,36.739715,0
2,0,1,1,3.7,31.321230120214224,-3.7533588,36.739715,0
1,0,0,1,4.2,35.989142567980245,-3.4170399,36.8876083,0
1,0,0,1,4.1,36.026689784291804,-3.3335454,36.931882,0
1,0,0,1,4.0,50.70692999575105,-3.7440982,36.7357524,0
2,0,1,1,4.0,32.20470038308829,-3.7440982,36.7357524,0
1,0,0,1,3.7,50.52040670610421,-3.7534514,36.7395537,0
1,0,0,1,4.1,59.92056805288678,-5.269003199999999,43.0289046,0
1,0,0,1,3.8,49.79971228396498,-5.9614234,42.9216785,0
1,0,0,1,4.5,61.83719062706168,-5.2662401,43.0041501,0
1,0,0,0,4.2,26.86231060145141,-6.0031658,43.5762065,0
1,0,0,1,4.0,44.586271956278914,-6.254929199999999,43.0925195,0
1,0,1,0,3.7,21.83701073057334,-8.294055,43.539278,0
1,0,1,0,4.4,14.857056036722858,-8.2306118,43.3411135,0
1,0,1,1,4.3,34.77271536494148,-8.1532434,43.6125189,0
1,0,1,0,4.1,10.221894731289462,-8.2883936,43.3822146,0
1,0,1,0,3.4,12.773131372013006,-8.3014771,43.4446723,0
1,0,1,0,4.0,9.97626557530814,-8.2919091,43.3834923,0
1,0,1,0,4.4,29.15787651385765,-8.0532221,43.38595170000001,0
1,0,0,1,4.4,58.09618099563649,-8.0532221,43.38595170000001,0
1,0,1,0,4.8,18.74223901250741,-8.6223574,43.29325840000001,0
1,0,0,1,4.8,46.69548849438412,-8.6223574,43.29325840000001,0
1,0,1,1,4.8,50.12702162604247,-8.9281537,43.11551619999999,0
1,0,0,1,4.8,41.02894076309124,-8.9281537,43.11551619999999,0
1,1,1,0,4.3,14.610200715850096,-8.2336034,43.3415298,0
1,0,1,0,4.3,16.944737115825404,-8.2077536,43.3965007,0
1,2,1,1,5.0,34.426897982802146,-8.4465571,43.053522,0
1,2,0,0,5.0,21.18006629039941,-8.4465571,43.053522,0
1,0,1,0,3.9,11.042816745578188,-8.530476499999999,43.3139381,0
1,0,0,1,3.9,48.56974991183811,-8.530476499999999,43.3139381,0
1,0,1,0,3.5,4.843602253462583,-8.359033199999999,43.341546,0
1,0,1,0,4.4,14.92352262505914,-8.2298525,43.3407944,0
1,0,1,0,3.9,13.990814751640023,-8.2414118,43.3412431,0
1,0,1,0,4.4,0.0,-8.4115401,43.3623436,0
1,1,1,1,4.8,60.02575354091868,-8.963248799999999,43.003275,0
1,1,0,1,4.8,36.97571021660109,-8.963248799999999,43.003275,0
1,0,1,0,4.1,15.904666974820268,-8.2155372,43.3690603,0
1,0,0,0,3.6,5.279721021873463,-1.6237283,42.8571973,0
1,0,0,1,4.4,33.17661168922767,-2.0345218,42.8984751,0
1,0,1,1,4.4,46.84541814226577,-2.0345218,42.8984751,0
1,0,0,1,4.0,43.83534026059584,-1.4516759,43.1804899,0
1,0,1,1,4.0,45.650605705586464,-1.4516759,43.1804899,0
1,0,0,0,4.3,21.33032001523776,-1.8231135,42.6718738,0
1,0,0,1,4.4,39.92719448657196,-1.6727266,43.17138569999999,0
1,0,1,0,4.4,29.904991630404293,-1.6727266,43.17138569999999,0
1,0,0,0,3.7,26.423435395923043,-1.843053,42.62433,0
1,0,0,1,4.3,34.94511447536641,-2.0166291,42.6569072,0
1,0,0,0,4.3,26.122887969456265,-1.9390552,42.7197711,0
1,0,0,1,4.9,54.26632473172106,-1.3071417,43.2330937,0
1,0,0,0,4.6,14.406610410491538,-1.6927254,42.9375277,0
1,0,0,1,4.8,59.40076589002828,-1.2061787,43.23899710000001,0
1,1,0,0,3.9,26.328683717396142,-1.8414121,42.6244747,0
1,0,0,0,4.2,28.717478439168293,-1.8875464,43.00024,0
1,0,0,1,4.6,48.36224206721138,-1.3357568,43.1836496,0
1,0,0,1,3.1,50.94581195518631,-1.2369101,43.1592278,0
1,0,0,1,4.0,33.31912396770303,-1.3024606,42.6515738,0
1,0,0,0,3.6,21.3406313584938,-1.823094,42.6717339,0
1,0,0,1,4.3,34.51794577435604,-2.078733,36.803305,0
1,0,0,1,4.7,52.55422251950277,-3.0108815,37.0108614,0
1,0,0,0,4.0,4.780400157605301,-2.5164216,36.8262795,0
1,0,0,0,4.0,12.00749576409193,-2.5905717,36.7979349,0
1,0,0,1,4.3,61.771116167176295,-1.9242117,37.1842116,0
1,0,0,1,4.4,49.97383176398476,-2.509306,37.282863,0
1,0,0,0,3.9,19.82832443717616,-2.245281,36.801152,0
1,0,0,1,4.0,38.95712855478776,-2.8585551,36.9847012,0
1,1,0,1,3.9,34.58114674982185,-2.0780675,36.8029389,0
1,2,0,0,5.0,14.8711462168505,-2.6094462,36.7690624,0
1,0,0,0,4.9,9.027075884690676,-2.4402972,36.9131847,0
1,0,0,1,4.1,40.98769438910272,-2.0066189,36.872516,0
1,0,0,1,4.0,32.80670799348559,-2.1054878,36.7676763,0
1,0,0,1,4.3,39.0464048523745,-2.878361,36.722047,0
1,0,0,0,3.7,12.017278620853846,-2.5903295,36.7971316,0
1,0,0,1,3.5,41.87747922518299,-2.8863875,36.9990118,0
1,0,0,1,3.9,61.46843809417395,-1.9269011,37.1825354,0
1,0,0,0,4.4,25.027480013056785,-2.3900546,37.0516792,0
1,0,1,0,3.9,5.1269722192028855,-2.0369937,43.2966238,0
1,0,1,0,4.3,24.787823079657144,-1.6933322,43.3934791,0
1,0,1,1,4.1,34.96087833811151,-1.582279,43.43808,0
1,0,1,1,3.9,30.68816784217057,-1.6265824,43.4150431,0
1,0,1,0,4.2,29.19440428076128,-1.6416811,43.4059435,0
1,0,1,0,3.3,8.682500954640044,-1.8742746,43.31540529999999,0
1,0,1,1,3.7,49.32660089783592,-1.483664,43.5746403,0
1,0,1,1,3.9,31.26538232714712,-1.6187446,43.4145502,0
1,0,1,1,4.5,47.12316931970271,-1.400882,43.3386114,0
1,1,1,0,4.4,13.25275327540085,0.0745758,40.0571846,0
1,0,1,0,4.4,23.87926322606245,0.1606688,40.1274838,0
1,0,1,0,3.6,14.112128880391362,0.0836797,40.0607427,0
1,0,1,1,4.2,56.50918185895361,0.3957829,40.3627555,0
1,0,1,1,4.5,43.83956377628182,0.3066928,40.2703107,0
1,0,1,1,4.2,64.1395356742669,0.4378786,40.4259755,0
1,0,1,1,4.2,57.60786675218508,0.4029498,40.3711422,0
1,0,1,0,4.1,9.64741797421645,0.0413334,40.0371257,0
1,0,1,1,4.2,42.54666289601471,0.2197767,40.3082,0
1,0,1,0,4.5,23.87661152055095,0.1596488,40.1283367,0
1,0,1,1,4.4,33.085727133862854,2.5917749,41.5913202,0
2,0,0,1,4.4,44.19766946359982,2.5917749,41.5913202,0
1,0,1,1,4.0,45.50510371067861,1.7810992,41.2333765,0
2,0,0,0,4.0,17.186117977227127,1.7810992,41.2333765,0
2,0,0,0,4.4,17.186117977227127,1.7810992,41.2333765,0
1,0,1,1,4.3,37.35487156024652,2.6391268,41.6064135,0
1,0,1,1,4.3,50.46191926064783,2.7798494,41.6592165,0
1,0,0,1,4.3,53.15946332063852,2.7798494,41.6592165,0
2,0,0,1,4.3,31.006996446729453,2.7798494,41.6592165,0
2,0,0,1,4.3,41.47964045108737,2.7798494,41.6592165,0
1,0,1,1,4.3,51.98572374910299,1.6911714,41.2351618,0
2,0,0,1,4.3,42.27079533178277,1.6911714,41.2351618,0
2,0,0,1,4.3,24.43643682971772,1.6911714,41.2351618,0
2,0,0,0,4.3,3.767000414166417,1.6911714,41.2351618,0
1,0,1,1,4.5,37.5236578873384,1.8382241,41.5907525,0
2,0,0,1,4.5,36.39820555185108,1.8382241,41.5907525,0
2,0,0,0,4.5,14.591843474583838,1.8382241,41.5907525,0
1,0,1,1,3.7,49.799175262408845,2.775244,41.652916,0
1,0,1,1,4.5,35.98208148839308,1.8149995,41.4643205,0
2,0,0,1,4.5,28.52091043912342,1.8149995,41.4643205,0
1,0,1,1,4.0,36.65661738856038,2.3887844,41.7588982,0
2,0,0,1,4.0,47.79611944691603,2.3887844,41.7588982,0
1,0,1,1,4.1,37.35487156024652,2.6391268,41.6064135,0
1,0,1,0,4.2,20.99604467702812,2.4458277,41.5608012,0
1,0,1,0,4.5,21.321549614169456,-75.5767153,10.2241489,1
1,0,1,1,4.9,36.02317940583673,-75.7309472,10.1790268,1
1,0,1,0,4.4,10.095029338787567,-75.4073224,10.3414481,1
1,0,1,0,4.5,26.1657362922861,-75.61821499999999,10.1980594,1
1,1,1,0,5.0,13.180567964188713,-75.59047939999999,10.3391515,1
1,0,1,1,4.3,35.88995628308586,-75.7293713,10.1790729,1
1,0,1,0,4.3,20.41448986142745,-75.56561339999999,10.2276738,1
1,0,1,0,4.2,10.118699174945698,-75.407299,10.3411053,1
1,0,1,0,4.9,12.692182864037244,-75.37363090000001,10.4305761,1
1,1,1,1,4.8,67.82949521453128,-75.0276724,10.8090538,-1
1,1,1,0,3.0,8.431603353524068,-75.5600888,10.3978274,1
1,0,1,1,4.3,48.26574458778367,0.7791699999999999,40.86475,0
1,0,1,0,3.3,6.2236874949643,1.182352,41.088364,0
2,0,0,1,3.3,47.873621181369664,1.182352,41.088364,0
1,0,1,0,4.2,9.46704572194504,1.3540466,41.13900539999999,0
2,0,0,1,4.2,32.452908242643915,1.3540466,41.13900539999999,0
1,0,1,0,4.0,24.465214468308897,0.9742549,41.0369351,0
1,0,1,1,4.4,30.95394601840861,0.9798548,41.31318539999999,0
2,0,0,1,4.4,45.25060097461076,0.9798548,41.31318539999999,0
1,0,1,0,4.1,9.692670553321433,1.3581664,41.1340183,0
2,0,0,1,4.1,32.270657529201586,1.3581664,41.1340183,0
1,0,1,0,4.3,9.847213688985658,1.3604153,41.1322431,0
2,0,0,1,4.3,32.145806114610366,1.3604153,41.1322431,0
1,0,1,1,4.3,37.51316546986404,0.8809159999999999,41.315679,0
2,0,0,1,4.3,40.00418596052497,0.8809159999999999,41.315679,0
1,0,1,0,4.2,26.14751510569983,0.9593787,41.024649,0
1,0,1,0,3.7,22.58122102427398,0.9947657,41.0437886,0
1,0,1,0,3.9,29.07341437757615,1.1855133,41.3768549,0
2,0,0,1,3.9,54.26977522416212,1.1855133,41.3768549,0
2,0,0,1,3.9,48.81447477954226,1.1855133,41.3768549,0
1,0,1,1,4.0,32.671014825177494,0.903539,40.977735,0
1,0,1,0,4.2,21.75206811169739,1.0033921,41.0475755,0
1,0,1,0,3.9,19.551206630453112,1.4676883,41.1691334,0
2,0,0,1,3.9,44.41536146701509,1.4676883,41.1691334,0
2,0,0,1,3.9,22.38241181034095,1.4676883,41.1691334,0
1,2,0,0,4.1,5.629413010061815,-8.5545533,41.0974978,0
1,0,0,1,4.6,54.14157915516251,-7.892906999999999,39.92093,0
2,0,0,1,4.6,35.73096317037989,-7.892906999999999,39.92093,0
1,0,0,0,4.3,25.81426559132112,-8.1139598,40.15437600000001,0
1,0,0,1,4.3,48.5480858105058,-8.7444499,40.5580444,0
1,0,1,1,4.3,46.08546605366178,-8.7444499,40.5580444,0
1,0,1,0,4.3,11.949181766271154,-8.7444499,40.5580444,0
1,0,0,0,4.1,18.811486227647872,-8.197407,40.1580658,0
1,0,0,1,4.0,36.01450014479976,-7.995273399999999,40.2669195,0
2,0,0,1,4.0,65.40431547733117,-7.995273399999999,40.2669195,0
1,0,0,1,4.4,40.02939609899244,-8.7582382,40.44625569999999,0
1,0,1,1,4.4,33.733261244847874,-8.7582382,40.44625569999999,0
1,0,1,0,4.4,23.31585888705789,-8.7582382,40.44625569999999,0
1,0,0,1,4.2,56.09397465342412,-8.9501526,39.9150249,0
1,0,1,0,4.2,27.48809532532297,-8.9501526,39.9150249,0
1,0,0,0,4.0,20.03629493176957,-8.3861759,40.3828115,0
1,0,1,1,4.0,47.58028379406512,-8.3861759,40.3828115,0
1,0,1,1,4.0,36.51216176901485,-8.3861759,40.3828115,0
1,0,0,1,4.4,55.63540638180709,-7.869195899999999,40.48553039999999,0
1,0,0,1,4.1,42.407552586315575,-8.7966907,40.4449254,0
1,0,1,1,4.1,32.920645942120224,-8.7966907,40.4449254,0
1,0,1,0,4.1,24.865674234010143,-8.7966907,40.4449254,0
1,0,0,1,3.8,52.70812398021456,-8.751583000000002,40.59982249999999,0
1,0,1,1,3.8,50.51998177781268,-8.751583000000002,40.59982249999999,0
1,0,1,0,3.8,9.430479502658242,-8.751583000000002,40.59982249999999,0
1,2,0,1,3.9,33.86108343024773,-8.454279,40.50639,0
1,2,1,1,3.9,52.17294021437152,-8.454279,40.50639,0
1,2,1,0,3.9,22.51868556153683,-8.454279,40.50639,0
1,0,0,1,3.8,59.83081533669115,-8.9659031,39.8747528,0
1,0,1,1,3.8,32.158102558217806,-8.9659031,39.8747528,0
1,0,0,0,4.3,29.46219105178681,-8.067710200000002,40.2414505,0
1,0,1,1,4.3,66.60127884505694,-8.067710200000002,40.2414505,0
2,0,0,1,4.3,67.60357341863055,-8.067710200000002,40.2414505,0
1,0,0,0,4.3,13.242649119347773,-8.278329099999999,40.2665601,0
1,0,1,1,4.3,50.9235975961353,-8.278329099999999,40.2665601,0
1,0,1,1,4.3,52.32973994214481,-8.278329099999999,40.2665601,0
1,0,0,0,4.0,1.862512065989212,-8.3995147,40.1887032,0
1,0,1,1,4.0,39.22940704976015,-8.3995147,40.1887032,0
1,1,0,1,4.4,48.59298947201319,-8.7452653,40.5580933,0
1,1,1,1,4.4,46.07638259816771,-8.7452653,40.5580933,0
1,1,1,0,4.4,11.989491605442815,-8.7452653,40.5580933,0
1,0,0,1,4.1,39.108041022197696,-8.8404366,40.3276031,0
1,0,1,0,4.1,19.537868880427503,-8.8404366,40.3276031,0
1,0,1,1,4.1,38.18135241190495,-8.8404366,40.3276031,0
1,0,0,1,4.3,59.22522578783708,-7.983205799999999,41.9627598,0
1,0,0,1,4.3,42.59238884745556,-7.983205799999999,41.9627598,0
1,0,0,0,4.5,30.25505881816548,-8.1282407,41.70074700000001,0
1,0,0,1,4.1,31.09495801975535,-8.1583179,41.7401574,0
1,0,0,1,4.1,42.82187215720598,-7.951915299999999,41.3996724,0
1,0,0,1,4.4,44.154353273532216,-8.6949753,41.8883496,0
1,0,0,1,4.5,31.202445990605263,-8.190087799999999,41.763361,0
1,0,0,1,4.1,45.765284045263584,-8.8628321,41.7959671,0
1,0,0,1,3.8,36.46497871974358,-8.8263891,41.6786122,0
1,0,0,0,4.2,26.005713896686693,-8.1367575,41.6320889,0
1,0,0,1,4.4,32.31584128197844,-17.1552503,32.8539401,0
1,0,0,0,5.0,8.339127985422168,-16.8872557,32.7236857,0
1,0,0,0,4.4,25.72785994733683,-17.1154765,32.80271250000001,0
1,0,0,0,4.4,12.607091453670044,-16.9435137,32.7603109,0
1,0,0,0,4.6,12.607091453670044,-16.9435137,32.7603109,0
1,0,0,0,4.6,6.757752362588562,-16.8973116,32.7108447,0
1,0,0,0,4.3,18.33593966870976,-17.0588698,32.7560466,0
1,0,0,0,4.1,30.068549100259467,-17.1818072,32.7921543,0
1,0,0,0,4.2,19.794835824708283,-17.0626502,32.7723426,0
1,0,0,0,5.0,24.14902197255876,-17.1523833,32.7198171,0
1,0,0,0,4.1,23.22018438117252,-16.685916,32.7428216,0
1,0,0,0,4.9,8.14794150332277,-16.8763136,32.7189455,0
1,0,0,0,4.3,22.257465520804278,-17.1132872,32.7517163,0
1,0,0,0,5.0,13.120530504906982,-16.9594723,32.76070740000001,0
1,1,0,0,4.8,28.03272943326434,-17.185093,32.745985,0
1,0,0,0,4.8,7.012479498813836,-16.8910963,32.7121623,0
1,0,0,0,4.8,6.084238299905101,-16.8882384,32.702804,0
1,1,0,0,4.9,20.386021132102677,-17.1201019,32.6916046,0
1,0,0,1,4.0,44.89843727456415,-8.7813039,38.1308892,0
2,0,1,1,4.0,20.51042282117396,-8.7813039,38.1308892,0
1,0,0,1,4.2,36.51669817207407,-8.5159492,38.380203,0
2,0,1,1,4.2,55.845833974887135,-8.5159492,38.380203,0
2,0,0,1,4.8,30.254607851659703,-44.59219299999999,-22.322932,2
2,0,0,1,1.0,62.87876696547201,-44.286773,-22.880201,2
2,0,0,1,5.0,43.67007327298485,-44.4812584,-22.2523312,2
2,0,0,1,4.4,30.42102346105492,-44.5861563,-22.3255378,2
2,0,0,1,4.7,35.075396931740364,-44.5477547,-22.3008206,2
2,0,0,1,4.5,28.25520276282361,-44.5207285,-22.4398116,2
2,0,0,1,4.7,30.67388570339832,-44.5825316,-22.3253765,2
2,0,0,1,4.4,32.76598907689432,-44.7998185,-22.2422577,2
2,0,0,1,5.0,27.909346868225946,-44.6047835,-22.3406775,2
2,0,0,1,4.5,56.072768244976494,-45.034751,-22.0924889,2
2,0,0,1,4.7,30.78394847426995,-44.58815550000001,-22.31981,2
2,0,0,1,3.0,27.56520203390001,-44.5384615,-22.4195693,2
2,0,0,1,4.4,65.2046822342261,-44.3148445,-22.9433016,2
2,0,0,1,5.0,27.042606235767707,-45.00117969999999,-22.6610651,2
1,0,0,0,3.7,27.759899827453925,-6.1126746,36.3107939,0
1,0,0,1,3.7,41.543059577974645,-6.1126746,36.3107939,0
2,0,0,0,3.7,12.108071343637375,-6.1126746,36.3107939,0
2,0,0,1,3.7,33.395583731069856,-6.1126746,36.3107939,0
1,0,0,0,3.3,17.843778035493145,-6.1569387,36.3949124,0
1,0,0,1,3.3,32.30987314596124,-6.1569387,36.3949124,0
2,0,0,0,3.3,2.5854667763879013,-6.1569387,36.3949124,0
2,0,1,1,3.3,45.43320779920808,-6.1569387,36.3949124,0
2,0,0,1,3.3,23.291563318135204,-6.1569387,36.3949124,0
1,0,0,1,3.5,37.507677413941884,-6.0596315,36.2340221,0
1,0,0,1,3.5,50.39776695838523,-6.0596315,36.2340221,0
2,0,0,1,3.5,21.687057518253667,-6.0596315,36.2340221,0
2,0,0,1,3.5,43.03090969779743,-6.0596315,36.2340221,0
1,0,0,1,3.7,43.24880334596057,-6.0262605,36.1899123,0
2,0,0,1,3.7,27.351164607604574,-6.0262605,36.1899123,0
2,0,0,1,3.7,48.68838669137392,-6.0262605,36.1899123,0
1,0,0,0,4.3,30.231746355801523,-6.095486600000001,36.2932681,0
1,0,0,1,4.3,43.55676811914555,-6.095486600000001,36.2932681,0
2,0,0,0,4.3,14.410222421884727,-6.095486600000001,36.2932681,0
2,0,0,1,4.3,35.74324121155188,-6.095486600000001,36.2932681,0
1,0,0,0,4.2,20.13668332959789,-6.407020300000001,36.671057,0
1,0,0,0,4.2,25.1601654312718,-6.407020300000001,36.671057,0
2,0,0,1,4.2,36.65648470134961,-6.407020300000001,36.671057,0
2,0,1,0,4.2,12.257164643918868,-6.407020300000001,36.671057,0
2,0,0,1,4.2,17.691364178369504,-6.407020300000001,36.671057,0
1,0,0,1,4.6,51.54907482563123,-5.7845102,36.7577519,0
1,0,0,1,4.6,31.56355834496367,-5.7845102,36.7577519,0
2,0,0,1,4.6,49.81106567912276,-5.7845102,36.7577519,0
2,0,0,1,4.6,43.91457290536793,-5.7845102,36.7577519,0
1,1,0,1,3.7,32.8314172496586,-5.921445299999999,36.4618259,0
1,1,0,1,3.7,30.803063797009138,-5.921445299999999,36.4618259,0
1,1,0,1,3.7,54.911455169537575,-5.921445299999999,36.4618259,0
2,1,0,1,3.7,20.76200217802421,-5.921445299999999,36.4618259,0
2,1,1,1,3.7,51.76186497542214,-5.921445299999999,36.4618259,0
2,1,0,1,3.7,31.58731161618344,-5.921445299999999,36.4618259,0
1,0,0,0,4.1,27.85874983885031,-6.1261378,36.3031371,0
1,0,0,1,4.1,42.375344143036536,-6.1261378,36.3031371,0
2,0,0,0,4.1,12.707042065322492,-6.1261378,36.3031371,0
2,0,0,1,4.1,33.84080212692482,-6.1261378,36.3031371,0
1,0,0,0,3.6,29.22678285946949,-6.1099256,36.2965808,0
1,0,0,1,3.6,43.1271408542872,-6.1099256,36.2965808,0
2,0,0,0,3.6,13.698076386394332,-6.1099256,36.2965808,0
2,0,0,1,3.6,34.96941990351421,-6.1099256,36.2965808,0
1,0,0,0,4.2,28.560990023035533,-6.0922379,36.3133975,0
1,0,0,1,4.2,41.34807817770224,-6.0922379,36.3133975,0
