X,Y,Name,Direcci__n,Localidad,Provincia,Web,Tlf,X,Y,_info,info,n
0.0,0.000000026167978,"COMPLEJO ROMA CAMPING BUNGALOWS &amp; AVENTURA",Carretera N-630, Km. 435, 10740 Aldeanueva del Camino, Cáceres,Aldeanueva del Camino,Cáceres,complejoroma.com,927 48 40 38,"402,683,481",-59
0.0,0.000000026167978,Camping Bungalows Las Cañadas,Carretera N-630, 0 Km 432, 10750 Baños de Montemayor, Cáceres,Baños de Montemayor,Cáceres,lascanadas.es,927 48 11 26,"40,285,276",-5
0.0,0.000000026167978,Camping Urrutea,Barrio Iriburia, 31414 Garde, Navarra,Garde,Navarra,campingurrutea.es,686 91 13 50,"427,876,188",-0.9221979,https://goo.gl/maps/f9by4brGYmkdN6ew7
0.0,0.000000026167978,Camping La Piscina,IIkm 674, carretera nacional,Santa Susanna,carretera nacional,,,"416,411,586",27,231,221
0.0,0.000000026167978,Camping Miño Dos Playas,Lugar Rio Bañobre, 84, 15608 Miño, C,Miño,C,campingdosplayas.com,981 78 25 95,"43,364,257",-820
0.0,0.000000026167978,Camping Borda Bisaltico,Km 2, Carretera Gabardito, 22720 Hecho, Huesca,Hecho,Huesca,bordabisaltico.com,974 34 89 40,"427,863,376",-0.7296428
0.0,0.000000026167978,Camping Los Villares,14029, Córdoba,Córdoba,Córdoba,campinglosvillares.es,857 89 09 02,37.9609181,-4.8123515,https://goo.gl/maps/FJRdq8vPT6JXiQbu9,https://goo.gl/maps/FJRdq8vPT6JXiQbu9
0.0,0.000000026167978,Camping La Bola,A-31, s/n, 03400 Las Virtudes, Villena, Alicante,Las Virtudes,Alicante,campingbola.com,659 59 68 67,"386,194,429"
0.0,0.000000026167978,"Creixell Camping &amp; Family Resort",Carretera N-340, Km. 1180, 43839 Creixell, T,Creixell,T,campingcreixell.com,977 80 06 20,"41,161,778",1
0.0,0.000000026167978,Camping Derby Loredo,Calle Bajada a la Playa, 19, 39160 Loredo, Cantabria,Loredo,Cantabria,campingloredo.com,942 50 41 06,"434,630,556",-37
0.0,0.000000026167978,Camping Relax-Ge,Carretera C-31, Salida 330, 17253 Mont-ras, Girona,Montrás,Girona,campingrelaxge.com,972 30 15 49,"41,892,118",3
0.0,0.000000026167978,Camping el Ortigal,Calle de los Montañeros, 19D, 28410 Manzanares el Real, Madrid,Manzanares el Real,Madrid,,,"407,416,764",-38
0.0,0.000000026167978,Camping Resort El Escorial,Carretera M-600, Km 3.5, 28280 El Escorial, Madrid,El Escorial,Madrid,campingelescorial.com,918 90 24 12,"40,623,293",-4
0.0,0.000000026167978,Camping Loma Taivilla,Carretera Alozaina, 354 S-N, A 2,5 Km encontrará cartel camping y a 200m el carril de acceso viene señalado, 29566 Casarabonela, Málaga,Casarabonela,Málaga,campingrural-lomataivilla.com,616 62 33 91
0.0,0.000000026167978,Camping San Pelayo,Lugar Baró, Carretera Potes Fuente Dé, Km. 5, 39587 Camaleño, Cantabria,Camaleño,Cantabria,campingsanpelayo.com,942 73 30 87,"431,542,101"
0.0,0.000000026167978,Camping Balcón de Orellana,Camino Piscifactoría, 06740 Orellana la Vieja, Badajoz,Orellana la Vieja,Badajoz,extremaduracampings.es,670 79 79 71,"389,947,439",-55,242
0.0,0.000000026167978,Camping Guara-Altaoja Casa Rural,Calle Mayor, 13, 22141 Yaso, Huesca,Yaso,Huesca,yaso.es,974 34 31 51,"42,201,898",-0.128767
0.0,0.000000026167978,Camping Laguna,Platja Can Turies, S/N, 17486 Empuriabrava, Girona,Ampuriabrava,Girona,campinglaguna.com,972 45 05 53,"42,234,728",3
0.0,0.000000026167978,Camping Playa Almayate Costa,N-340, Km. 267, 29749 Almayate, Málaga,Almayate,Málaga,campingalmayatecosta.com,952 55 62 89,"367,251,084",-41
0.0,0.000000026167978,Camping Iskibi,NA-4150, Km 18, 31754 Goizueta, Navarra,Goizueta,Navarra,iskibi.com,948 51 42 77,"431,967,412",-18
0.0,0.000000026167978,Camping Fort Bravo,Paraje del Unihay, s/n, 04200 Tabernas, Almería,Tabernas,Almería,campingfortbravo.es,902 07 08 14,37.0489562,-2.4231531
0.0,0.000000026167978,Camping los Carasoles,Carretera Casas de Requena, Km 3, 46811 Navalón, Valencia,Navalón,Valencia,loscarasoles.es,962 25 30 51,"38,912,476",-0.903118
0.0,0.000000026167978,Camping El Paraíso,URB, Calle los arenales, Camino Fuente Romero, 1, 45919 Hormigos, Toledo,Hormigos,Toledo,campingelparaiso.com,925 79 90 90
0.0,0.000000026167978,Camping Valencia,Carrer Riu Túria, 1, 46530 Puçol, Valencia,Puzol,Valencia,campingvalencia.com,961 46 58 06,"39,601,059",-0.270828
0.0,0.000000026167978,Camping Pantapino,Camino Camping, s/n, 16118 Olmedilla de Alarcón, Cuenca,Olmedilla de Alarcón,Cuenca,campingpantapino.eu,969 33 92 33,"396,093,582",-20
0.0,0.000000026167978,Camping Valle Enmedio,Alto del León, Av. de Peguerinos, Km. 4800, 05239 Peguerinos, Ávila,Peguerinos,Ávila,vallenmedio.com,918 98 31 76,"406,569,848"
0.0,0.000000026167978,"Camping Punta Marina, Isla,Cantabria",Barrio la Arena, 39195 Arnuero, Cantabria,Isla,Cantabria,campingpuntamarina.com,942 67 93 49,"434,982,973",-3,575
0.0,0.000000026167978,Camping Las Torres,CN-332 Mazarrón-Cartagena, Km. 26, 30860 Puerto de Mazarrón, Murcia,Puerto de Mazarrón,Murcia,campinglastorres.com,968 59 52 25,"3,758,978",-1
0.0,0.000000026167978,Camping Amaido Asturias,Finca Amaido BAJO, 33774 El Llano, Asturias,El Llano,Asturias,amaido.com,616 78 11 55,"434,134,989",-71,419
0.0,0.000000026167978,Camping Esponellà,Carr. de Banyoles, a, Km. 8, 17832 Figueres, Girona,Figueras,Girona,campingesponella.com,972 59 70 74,"421,828,577"
0.0,0.000000026167978,"Camping &quot;El Soto&quot;",Av. Alcalde Francisco Gómez, 2, 34100 Saldaña, Palencia,Saldaña,Palencia,,,"425,159,459",-47
0.0,0.000000026167978,"Camping L&apos;Amistat",Camí dels pins a sadolla, 43830 Torredembarra, T,Clará,T,,977 64 22 02,"411,556,165",14,245
0.0,0.000000026167978,Camping La Garrofa,N-340a, Km. 435, 04002 Almería,Almería,Almería,lagarrofa.com,950 23 57 70,"368,262,795",-25,164
0.0,0.000000026167978,Camping Playa de Ris - Noja,Calle el Rano, 2, Paseo Marítimo, s/n, 39180 Noja, Cantabria,Noja,Cantabria,negocio.site,942 63 04 15
0.0,0.000000026167978,Camping Sopelana,Avenida Atxabiribil Etorbidea, 30 CAMPING DE, 48600 Sopela, Bizkaia,Sopelana,Bizkaia,campingsopelana.com,946 76 19 81,43.3893063,-2.9841964
0.0,0.000000026167978,Camping Arenas,La Bandera, 1222, 39170 Ajo, Cantabria,Ajo,Cantabria,campingarenasdeajo.com,942 67 06 63,43.4921213,-3.6158992
0.0,0.000000026167978,Camping Punta del Hidalgo,Camino Los Corrales, 30, 38240 San Cristóbal de La Laguna, Santa Cruz de Tenerife,Punta del Hidalgo,Santa Cruz de Tenerife,turismodelalaguna.com,629 13 92 03,"285,709,838",-163
0.0,0.000000026167978,Camping Burbia,Calle Poza, 0, 24437 Burbia, León,Burbia,León,campingburbia.com,987 56 60 27,"427,926,803",-67
0.0,0.000000026167978,Camping Masía Can Patxet,Carretera Olot-Banyoles, 0 S N, 17811 Santa Pau, Girona,Santa Pau,Girona,maspatxet.com,972 68 01 36,"421,502,787",25
0.0,0.000000026167978,Camping Playa de La Franca Bungalows Asturias,Playa de la Franca, s/n, 33590 La Franca, Asturias,La Franca,Asturias,playadelafranca.com,985 41 22 22,"43,390,661",-4
0.0,0.000000026167978,Camping Cazorla Montillana,Carretera Hornos-Tranco km.78.5, Hornos de Segura, 23292 Hornos de Segura,Tranco,Hornos de Segura,clubrural.com,680 15 21 10,38.186791,-2.772781,https://goo.gl/maps/HtxSA4YUNE3wA2Eg6
0.0,0.000000026167978,Camping les Palmeres,Ctra. del Saler, Km 23, 46419 Les Palmeres-Sueca, Valencia,Mareny de Barraquetes,Valencia,campingpalmeras.com,961 77 08 61,"392,525",-0.2663889
0.0,0.000000026167978,Camping Veruela Moncayo,Carretera de Añon, s/n, 50580 Vera de Moncayo, Zaragoza,Vera de Moncayo,Zaragoza,campingveruelamoncayo.com,976 64 90 34,"418,191,469",-169
0.0,0.000000026167978,Càmping La Vall de Campmajor,Crta. Del Collell Km. 1,5, 17831 Sant Miquel de Campmajor, Girona,San Miguel de Campmajor,Girona,campinglavall.net,650 43 07 64,"42,136,772",2
0.0,0.000000026167978,Camping Acedo,Ctra. los Arcos, s/n, 31282 Acedo, Navarra,Acedo,Navarra,campingacedo.com,948 52 13 51,"426,609,047",-22
0.0,0.000000026167978,Camping Lake Caspe,Carretera Nacional 211, km 286.700, 50700 Caspe, Zaragoza,Caspe,Zaragoza,campinglakecaspe.com,976 63 44 57,"41,292,746",0.062265
0.0,0.000000026167978,Altamira Camping Park,Barrio las Quintas, 29, 39314 Queveda, Cantabria,Queveda,Cantabria,campingaltamira.es,942 84 01 81,"433,814,147",-40
0.0,0.000000026167978,Camping la Bolera,Lugar Vadillo Castril, 0 km 8, 23479 Vadillo Castril, Jaén,Vadillo Castril,Jaén,descubrepozoalcon.es,953 73 90 05,37.92201,-2.93018
0.0,0.000000026167978,CAMPING DE CERVERA DE BUITRAGO,Calle de la Iglesia, 0, 28193 Cervera de Buitrago, Madrid,Cervera de Buitrago,Madrid,sierranorte.com,918 68 61 36,"40,920,164",-3
0.0,0.000000026167978,"Camping L&apos;Aventura",Carretera Platja Daimús, s/n, 46710, Valencia,Daimuz,Valencia,campinglaventuraplaya.com,962 81 83 30,"389,735,268",-0.1510566
0.0,0.000000026167978,Camping Son Bou,Carretera de Llucalari, Km 3, 5, 07730 Alaior, Balearic Islands,Alayor,Balearic Islands,campingsonbou.com,971 37 27 27,"399,192,117"
0.0,0.000000026167978,Camping Laspaules,Carretera Nacional 260, km 369, 22471 Laspaúles, Huesca,Laspaúles,Huesca,laspaules.com,974 55 33 20,"42,471,329",0.599398
0.0,0.000000026167978,Camping Internacional Aranjuez,Ctra. antigua, N-IV, 28300 Aranjuez,Aranjuez,Aranjuez,campingaranjuez.com,918 91 13 95,"400,416,943",-35,990
0.0,0.000000026167978,Camping Coelius,Av. de la Mar, 46711 Miramar, Valencia,Miramar,Valencia,coelius.com,962 81 95 74,"38,953,722",-0.130001,https://goo.gl/maps/jcTT4xCo4DLiZ5Lx9
0.0,0.000000026167978,Urbasa Camping,Parque Natural de Urbasa. Crtra Estella - Olazagutia,km. 30, 31809 Olazti/Olazagutía, Navarra,Olazagutía,Navarra,campingurbasa.com,948 39 52 23,"428,515,982",-21
0.0,0.000000026167978,Camping Azul,Calle Camping Azul, 1, 46780 Oliva, Valencia,Oliva,Valencia,campingazul.com,962 85 41 06,"389,072,636",-0.0679286
0.0,0.000000026167978,Camping Can Martí,Rambla Pau Casals, 44, 17320 Tossa de Mar, Girona,Tossa de Mar,Girona,campingcanmarti.net,972 34 08 51,"417,288,688",29
0.0,0.000000026167978,Camping As Cancelas,15704, Rúa do Vintecinco de Xullo, 35, 15703 Santiago de Compostela, C,Santiago de Compostela,C,campingascancelas.com,981 58 02 66,"42,889,694"
0.0,0.000000026167978,Camping La Isla,Calle Travesía El Ribero, s/n, 09569 Villalázara, Burgos,Villalázara,Burgos,campinglaisla.com,646 42 18 04,43.0395437,-3.4882906
0.0,0.000000026167978,Camping Los Arribes,Calle Tejar, 29, 49230 Cibanal, Zamora,Cibanal,Zamora,campinglosarribes.es,658 91 25 75,"413,199,297",-63
0.0,0.000000026167978,Camping Picos de Europa,Carretera A-S 114, km. 16, 33556 Avín, Asturias,Avín,Asturias,picos-europa.com,985 84 40 70,"43,334,613",-4
0.0,0.000000026167978,Camping Suances,Calle de Ceballos, 79, 39340 Suances, Cantabria,Suances,Cantabria,campingsuances.com,942 81 02 80,"434,331,072",-40
0.0,0.000000026167978,Camping Cantabria,Calle real, 37, 39220 Polientes, Cantabria,Polientes,Cantabria,campingcantabria.es,942 77 61 38,"428,078,382",-39
0.0,0.000000026167978,Camping A Masía,Avenida de Ourense, 34, 32780 A Pobra de Trives, Ourense,Puebla de Trives,Ourense,campings.net,988 33 08 98,"423,451,141",-7
0.0,0.000000026167978,Camping Pico de la Miel,Calle del Camping, 28751 La Cabrera, Madrid,La Cabrera,Madrid,picodelamiel.com,918 68 80 82,"408,583,642",-36,163
0.0,0.000000026167978,Camping La Viorna,Carretera de, 39586 Santo Toribio, Cantabria,Santo Toribio,Cantabria,campinglaviorna.com,942 73 20 21,"431,544,304",-46,432
0.0,0.000000026167978,Camping Playa de Otur,Carretera Playa de Otur, s/n, 33792 Luarca, Asturias,Luarca,Asturias,campingotur.com,985 64 01 17,"43,545,157",-6
0.0,0.000000026167978,Camping Santa Elena,Carretera Deba, Km. 5, 20830 Mutriku, SS,Motrico,SS,camping-santaelena.com,943 60 39 82,43.3132536,-2.3943275
0.0,0.000000026167978,Camping Godoy,Carretera Extremadura 203 KM 60, 10460 Losar de la Vera,Losar de la Vera,Losar de la Vera,,927 57 08 38,"401,091,783",-55,800,794
0.0,0.000000026167978,Camping La Masia Tarragona,Playa de la Almadraba Ctra. N-340, Km. 1.121 Almadrava, 43890, T,"L&apos;Almadrava",T,camping-lamasia.com,977 82 31 02,"40,940,158",0.856746
0.0,0.000000026167978,camping Manso Coguleras,,Agullana,,mansocoguleras.com,,"357,146,136",-69,161,968,https://goo.gl/maps/K6gn7hhuupZNLxnX6
0.0,0.000000026167978,Camping Bastareny,Carretera Gisclareny, km 1, 08695 Bagà, Barcelona,Bagá,Barcelona,campingbastareny.com,938 24 44 20,"422,581,837",18
0.0,0.000000026167978,Camping Ter-costa brava.,Av. Costa Brava, 17258 Torroella de Montgrí, Girona,Torroella de Montgrí,Girona,campingter.com,639 40 85 90,"42,049,113",3,178
0.0,0.000000026167978,Camping El Calonge,Crta, SG-212, s/n, 40352 Aguilafuente, Segovia,Aguilafuente,Segovia,campingelcalonge.es,672 24 07 22,"412,783,689"
0.0,0.000000026167978,Camping Poboleda,Plaça de les Casetes, 33, 43376 Poboleda, Tarragona,Poboleda,Tarragona,campingpoboleda.net,977 82 71 97,"412,327,928",0.8434001
0.0,0.000000026167978,Camping Huerta Romero,Calle Rambla Hileros, 18740 Castell de Ferro, Granada,Castell de Ferro,Granada,campinghuertaromero.es,958 65 60 01,36.7208568,-3.3613466,https://goo.gl/maps/kD6SLbfpjqvMJwh9A
0.0,0.000000026167978,Camping La Fresneda,Partida Vall del Pi, 44596 La Fresneda, Teruel,La Fresneda,Teruel,campinglafresneda.com,978 85 40 85,"40,906,847",0.061883,https://goo.gl/maps/kD7Wj3F9NQuQYLXKA
0.0,0.000000026167978,Camping Orgiva,Ctra. A-348, Km. 18,900 (Cortijo del Cura, s/n), 18400 Órgiva, Granada,Órgiva,Granada,campingorgiva.com,958 78 43 07
0.0,0.000000026167978,Camping El Cantonet,Carretera Albanchez-Jimena km 3 Camino de Jimena a Albánchez, 23538 Albanchez de Mágina, Jaén,Albanchez de Mágina,Jaén,campingelcantonet.es,608 67 04 06,37.813691,-3.461296,https://goo.gl/maps/KHPg8ZbUhscbVeqL7
0.0,0.000000026167978,Camping Algarbe,Paraje El Algarbe, S/N, 44120 Terriente, Teruel,Terriente,Teruel,campingalgarbe.com,615 05 54 15,"40,307,087",-1
0.0,0.000000026167978,Camping las casitas de las arribes,Calle Fuente Santa, s/n, 37250 Aldeadávila de la Ribera, Salamanca,Aldeadávila de la Ribera,Salamanca,lascasitasdelasarribes.com,622 38 62 32,"41,212,772",-6
0.0,0.000000026167978,Camping Ainsa S.L.,Carretera Campo, 0 km 0001 , 5, 22336 Arro, Huesca,Arro,Huesca,campingainsa.com,974 50 03 61,"4,240,763"
0.0,0.000000026167978,Camping Totana,Carretera Nacional 340 Km 614, 30850 Totana, Murcia,"Urb. la Paloma, Totana",Murcia,campingtotana.es,968 42 48 64,"377,479,848",-15,172
0.0,0.000000026167978,Camping la Eliza,Calle Ávila, 13, 05490 Lanzahíta, Ávila,Lanzahíta,Ávila,campinglaeliza.com,619 69 07 35,"402,068,634",-49
0.0,0.000000026167978,Camping Campéole La Torre del Sol,KM 136, 43300 N-340, 1, 43892, T,La Torre del Sol,T,campeole.com,+33 9 70 82 50 00,"410,368,437"
0.0,0.000000026167978,Camping los Cameros,Crta. A La Ermita De La Virgen De Lomos De Orios (LR-448), km 3.4, 26125 Villoslada de Cameros, La Rioja,Villoslada de Cameros,La Rioja,camping-loscameros.com,941 74 70 21,"42,081,148",-2
0.0,0.000000026167978,Camping La Hierbabuena,Diseminado la Rambla, 279, 04610 Los Lobos, Almería,Los Lobos,Almería,,950 39 69 08,"373,005,759",-17
0.0,0.000000026167978,Camping As Cabazas,s/n, Carretera Covas - San Jorge, 15594, A Coruña,Ferrol,A Coruña,ascabazascamping.com,981 36 51 11,"43,539,278",-8
0.0,0.000000026167978,Camping Playa El Terrón,Lugar Playa Terrón, 19, 36629 Vilanova de Arousa, PO,Villanueva de Arosa,PO,campingelterron.com,986 55 43 94,"42,554,348",-8
0.0,0.000000026167978,"Camping Resort &amp; Bungalow Park Mas Patoxas",Ctra. C-31 Palafrugell - Pals, km. 339, 17256 Pals, Girona,Pals,Girona,campingmaspatoxas.com,972 63 69 28,"41,955,345",315
0.0,0.000000026167978,Camping la Plana,Passeig Marítim, 5, 43883 Roda de Berà, Tarragona,Roda de Bará,Tarragona,campinglaplana.com,977 80 03 04,"411,650,424",1
0.0,0.000000026167978,Camping Bon Repòs,Passeig Marítim, 17, 08398 Santa Susanna, Barcelona,Santa Susanna,Barcelona,campingbonrepos.com,937 67 84 75,"416,317,495",27
0.0,0.000000026167978,Camping Santa Clara,Partida Cap-Blanch, 11, 03590 Altea, Alicante,Altea,Alicante,campingsantaclaraaltea.com,965 84 23 56,"38,587,767",-0.0606706
0.0,0.000000026167978,Camping Piscis,Carretera de Guadalix M-625 a, Calle Navalafuente, Km 3, 28729 Madrid,Navalafuente,Madrid,campiscis.com,918 43 22 68,"408,083,926",-36
0.0,0.000000026167978,Camping Pantano de alloz,Calle San Pedro, 43, 31291, Navarra,Lerate,Navarra,aritzaleku.com,948 39 50 64,"427,201,928",-19
0.0,0.000000026167978,Camping Sierra Brava,Av Lago del Terrano, s/n, 41210 Guillena, Sevilla,El Ronquillo,Sevilla,andalucia.org,607 30 27 57,37.7075063,-6.1219758
0.0,0.000000026167978,Camping El Edén,Calle Tenerías, 11, 34120 Carrión de los Condes, Palencia,Carrión de los Condes,Palencia,facebook.com,628 01 59 43,"423,352,241",-46
0.0,0.000000026167978,Camping Municipal San Pedro De Gaillos,Camino Aldealcorvo, 1, 40389 San Pedro de Gaíllos, Segovia,San Pedro de Gaíllos,Segovia,,,"412,293,117",-38
0.0,0.000000026167978,Minicamping Oasis - Camping,03177, Calle Mar Adriatico, 1, 03177 San Fulgencio, Alicante,"Urbanización Buenavista, Guardamar del Segura",Alicante,,681 65 56 00,"381,198,379"
0.0,0.000000026167978,Càmping Els Roures,Av. El Mariner, 34, 36, 17864 Sant Pau de Segúries, Girona,San Pablo de Seguríes,Girona,elsroures.com,972 74 70 00,"42,262,796"
0.0,0.000000026167978,Camping la Rueda,Carretera C-31, Km. 146,2, 08880 Cubelles, Barcelona,Cubellas,Barcelona,la-rueda.com,938 95 02 07,"411,998,891"
0.0,0.000000026167978,Camping El Pino,Malaga Malaga ES, Calle Cervantes, 1, 29793 Torrox Costa,Torrox Costa,Torrox Costa,campingelpino.com,952 53 00 06,36.739193,-3.94967
0.0,0.000000026167978,Camping El Pinar,Av. Vila de Madrid, 39, 17300 Blanes, Girona,Blanes,Girona,campingelpinar.com,972 33 10 83,"416,538,043",27
0.0,0.000000026167978,Camping El Peñoso,La Eria, 33449 Antromero, Asturias,Antromero,Asturias,camping-el-penoso.webnode.es,985 88 01 64,"436,032,645",-57,731
0.0,0.000000026167978,Camping El Greco,45004 Toledo,Toledo,Toledo,campingelgreco.es,925 22 00 90,"398,649,192",-40,466,457,https://goo.gl/maps/Mm5KPNZjdPeHH1WPA
0.0,0.000000026167978,Camping La Serradora,Crta. CM2106 Km. 88.500, 19313 Peralejos de las Truchas, Guadalajara,Peralejos de las Truchas,Guadalajara,facebook.com,651 56 62 36,"40,594,001",-192,867
0.0,0.000000026167978,Camping Olimpia,Paseo Carretera, 3, 37427 Pedrosillo el Ralo, Salamanca,Pedrosillo el Ralo,Salamanca,campingolimpia.es,923 08 08 54,"410,581,991",-55
0.0,0.000000026167978,Camping Moreiras,Calle Reboredo, 26, 36989 O Grove, PO,El Grove,PO,campingmoreiras.com,986 73 16 91,"424,831,425",-88
0.0,0.000000026167978,Camping Oyambre Beach,Lugar Playa De Oyambre, s/n, 39528 El Tejo, Cantabria,El Tejo,Cantabria,,942 72 26 16,"433,893,627",-43
0.0,0.000000026167978,Camping Carlos V,Travesía los Derechos Humanos, 15, 39770 Laredo, Cantabria,Laredo,Cantabria,campings.net,942 60 55 93,43.407254,-3.431142
0.0,0.000000026167978,Camping Playa de Berria,Playa de Berria, s/n, 39740 Santoña, Cantabria,Dueso,Cantabria,campingsalon.com,942 66 22 48,43.4627005,-3.4595158
0.0,0.000000026167978,Càmping Port de la Selva,Carretera Port de la Selva a Cadaques, km 1, 17489 El Port de la Selva, Girona,Puerto de la Selva,Girona,campingportdelaselva.com,972 38 72 87,"423,266,237",32
0.0,0.000000026167978,Camping Miramar,Carretera Nacional 340, km 1.134, Tarragona Tarragona ES, 43892 Mont-roig del Camp,Montroig,Mont-roig del Camp,camping-miramar.com,977 81 12 03,"41,024,649",0.9593787
0.0,0.000000026167978,Camping Castillejo,Calle Castillejo, 30620 Fortuna, Murcia,Fortuna,Murcia,campingelcastillejo.com,619 00 32 58,"381,996,347",-11,214
0.0,0.000000026167978,Camping Yuste,Ctra. del Camping, 0, 10440 Aldeanueva de la Vera, Cáceres,Aldeanueva de la Vera,Cáceres,campingyuste.es,,"401,266,475",-56
0.0,0.000000026167978,Camping Francón,Carretera Playa Menduiña, Bajada Sartaxéns, 51, 36946 Cangas de Morrazo, Pontevedra, PO,Menduiña,PO,campingfrancon.com,986 32 82 92
0.0,0.000000026167978,Camping Arketa,Playa de Laida S/N, 48311 Ibarranguelua, BI,Ibarranguelua,BI,campingarketa.com,672 68 34 14,43.395189,-2.679341,https://goo.gl/maps/mzyQesFfwHnzvg4K7
0.0,0.000000026167978,Camping Santillana del Mar,carrtera comillas km 6.000, 39330 Santillana del Mar, Cantabria,Santillana del Mar,Cantabria,campingsantillana.com,942 81 82 50,"433,934,819",-41,124
0.0,0.000000026167978,Camping Guilleries,Passeig de la piscina, s/n, 17161 Osor, Girona, Girona,Osor,Girona,campingguilleries.com,654 85 01 43,"41,947,157"
0.0,0.000000026167978,Camping Nautico La Caleta,Cala del Cuervo S/N, 04116 Negras ( Las ),Las Negras,Negras ( Las ),campinglacaleta.com,950 52 52 37,36.872384,-2.006918,https://goo.gl/maps/N4rjsoAyXcBLLGQC6,https://goo.gl/maps/N4rjsoAyXcBLLGQC6
0.0,0.000000026167978,Camping Ametlla,Paratge Santes Creus, s/n," 43860 L&apos;Ametlla de Mar", Tarragona,La Ametlla de Mar,Tarragona,campingametlla.com,977 26 77 84,"4,086,475",0.77917
0.0,0.000000026167978,Camping La Escala,Carrer del Camí Ample, 21," 17130 L&apos;Escala", Girona,La Escala,Girona,campinglescala.com,972 77 00 84,"42,121,057",31
0.0,0.000000026167978,Camping Riezu - Navarra,Ctra. Muez, 31176 Villanueva de Yerri, Navarra,Villanueva de Yerri,Navarra,campingriezu.es,948 54 21 77,"42,755,164",-1,949
0.0,0.000000026167978,Camping la Fundición,SE-7101, 41370, Sevilla,Cazalla de la Sierra,Sevilla,campinglafundicion.es,955 28 00 27,"379,393,724",-56,849
0.0,0.000000026167978,Camping Tau - Meridiano Sur Activo,Calle Cala Higuera, S/N, 04118 San José, Almería,San José,Almería,campingtau.com,950 38 01 66,"367,676,708",-21
0.0,0.000000026167978,Camping en La Alpujarra - El Balcón de Pitres,Crta. Orgiva-Ugijar, Km 51, 18414 Pitres, Granada,Pitres,Granada,balcondepitres.com,958 76 61 11,36.931882,-3.3335454
0.0,0.000000026167978,Camping Pinar San José,Lugar Pago Zahora, 17, 11159 Zahora,Zahora,Zahora,campingpinarsanjose.com,956 43 70 30,36.200977,-6.034562,https://goo.gl/maps/NEYXgZxREoMzhAMj7
0.0,0.000000026167978,Camping Murkuzuria,Calle Sta. María, s/n, 31453 Esparza de Salazar, Navarra,Esparza de Salazar,Navarra,campingmurkuzuria.com,948 89 01 90,"42,854,877",-1
0.0,0.000000026167978,Camping El Folgoso,San Martín de Castañeda 13, 49361 Vigo, Zamora,Vigo,Zamora,campingelfolgoso.com,980 62 67 74,"421,289,753",-66,996
0.0,0.000000026167978,Camping Playa de Isla,Barrio Ampilla, 1, 39195 Isla, Cantabria,Isla,Cantabria,playadeisla.com,942 67 93 61,43.501881,-3.541635
0.0,0.000000026167978,Camping Prados Abiertos,Ctra N-502, 05410 Mombeltrán, Ávila,Mombeltrán,Ávila,rutasmotogredos.es,609 01 88 48,"402,610,816",-50,162
0.0,0.000000026167978,Camping Valle de Iruelas,Carretera N - 403, 0 km 95 Reserva Natural del Valle de Iruelas, 05110 Barraco, Ávila,La Rinconada,Ávila,campingvalledeiruelas.com,920 28 72 50,"404,078,104",-45
0.0,0.000000026167978,Camping Vidrà,Camí Santa Barbara, 17515 Vidrà, Girona,Vidrá,Girona,campingvidra.com,679 74 58 30,"421,235,041",23,171
0.0,0.000000026167978,Restaurante Las Palmeras,Carretera de la platja, s/n, 17470 Sant Pere Pescador, Girona, Girona,Bon Relax,Girona,campinglaspalmeras.com,972 52 05 06,"421,879,639"
0.0,0.000000026167978,Restaurante El Molino,Valcuevo, Camping isla De Puebla C, 49300 Puebla de Sanabria, Zamora,Puebla de Sanabria,Zamora,campingzamora.es,,"42,049,942",-66
0.0,0.000000026167978,Camping Rural la Molineta,Paraje el Batán s/n, 04470 Laujar de Andarax, Almería,Laujar de Andarax,Almería,campinglamolineta.es,950 51 43 15,36.999022,-2.886378,https://goo.gl/maps/NtiW7A7SaRhtg9D19
0.0,0.000000026167978,Camping Roquetas,Camino de los Parrales, 90, 04740 Roquetas de Mar, Almería,Roquetas de Mar,Almería,campingroquetas.com,950 34 90 85,"367,979,197",-25
0.0,0.000000026167978,Camping Pueblo Blanco,Ctra. Nacional 384, Km 69, 11690 Olvera, Cádiz,Olvera,Cádiz,campingpuebloblanco.com,956 13 00 33,36.9390984,-5.2170997
0.0,0.000000026167978,Camping Vilanova Y La Geltru,"Carr. de l&apos;Arboç", km 2, 5, 08800 Vilanova i la Geltrú, Barcelona,Villanueva y Geltrú,Barcelona,vilanovapark.com,938 93 34 02,"41,232,263"
0.0,0.000000026167978,Camping 3 Estrellas Costa Brava Castell Park,Ctra. Palamós-Palafrugell, Km 328, 17253 Vall-llobrega, Girona,Vall-llobrega,Girona,camping3estrellas.com,972 31 52 63,"41,881,831",3
0.0,0.000000026167978,Camping Costa Brava,Av. de la Unió, s/n, 17252 Sant Antoni de Calonge, Girona,San Antonio de Calonge,Girona,campingcostabrava.net,972 65 02 22,"41,845,752",30
0.0,0.000000026167978,Camping las Nogueras de Nerpio,S-N, Paraje Cortijo Mirabuenos, 0, 02530 Nerpio, Albacete,Nerpio,Albacete,campingdenerpio.com,967 57 51 15,"38,140,544"
0.0,0.000000026167978,Camping de Besalú,Camí de St. Ferriol, Km 2.5, 17850 Garrotxa, Girona,Besalú,Girona,campingdebesalu.com,972 59 18 01,"421,959,017",2
