X,Y,Name,Direcci__n,Localidad,Provincia,Web,Tlf,X,Y,_info,info,n
0.0,0.000000026167978,Camping Los Gallardos,CN 640, Km 525, 04280 Los Gallardos, Almería,Los Gallardos,Almería,campinglosgallardos.com,950 52 83 24,"371,822,848",-19
0.0,0.000000026167978,Camping Villarcayo,Calle Burgos, 0, 09550 Villarcayo, Burgos,Villarcayo,Burgos,campingvillarcayo.com,947 13 02 81,42.9474307,-3.5695652
0.0,0.000000026167978,Camping las Menas,A-1178, Km. 18, 04890 Serón, Almería,Serón,Almería,campinglasmenasdeseron.com,950 09 10 65,37.2828402,-2.5092939
0.0,0.000000026167978,"Camping Cala D&apos;Oques",Via Augusta," 43890 L&apos;Hospitalet de l&apos;Infant", Tarragona,Hospitalet del Infante,Tarragona,caladoques.com,977 82 32 54,"40,977,735",0.903539,https://goo.gl/maps/5NEMczcZW3VqfJQy5
0.0,0.000000026167978,Camping Palacio De Garaña,Garaña de frias, s/n, 33500 Garaña, Asturias,Garaña,Asturias,,985 41 00 75,"43,453,443",-49
0.0,0.000000026167978,Camping Sabanell,Av.Villa de Madrid, 7, 9, 17300 Blanes, Girona,Blanes,Girona,campingsabanell.com,972 33 18 09,"416,638,872"
0.0,0.000000026167978,Camping Naturista Sierra Natura,Carretera Moixent - Navalón, km 11,5, 46811 Navalón, Valencia,Navalón,Valencia,sierranatura.com,962 25 30 26,"38,920,664"
0.0,0.000000026167978,Camping Bosque de Gordón S.L.,Calle Joaquín Blume, 4, 24600 La Pola de Gordón, León,La Pola de Gordón,León,bosquedegordon.com,987 57 55 28,"428,516,107",-56
0.0,0.000000026167978,Camping Marcos,Carretera N-II, Km 658.5, 08350 Arenys de Mar, Barcelona,Arenys de Mar,Barcelona,,937 92 12 38,"41,583,834",2
0.0,0.000000026167978,Camping Kiko Park Rural,Carretera Cv-4760, 0 S N, 46317 Villargordo del Cabriel,Contreras,Villargordo del Cabriel,kikoparkrural.com,962 13 90 82,"395,528,317",-1,474
0.0,0.000000026167978,Camping Palm - Mar,CAMPING PALM-MAR, Ctra. Alicante-Cartagena, KM 70, 03140, Alicante,Guardamar del Segura,Alicante,campingpalmmar.es,965 72 88 56,"380,728,468"
0.0,0.000000026167978,"Camping &amp; Glamping Muiñeira",Ctra. de A Lanzada a San Vicente do Mar, km 2, No 38, 36989 O Grove, PO,El Grove,PO,campingmuineira.es,608 98 74 50,"42,459,959"
0.0,0.000000026167978,Camping Eucaliptus,Carrer Eucaliptus, 0, 43870 Amposta, Tarragona,Amposta,Tarragona,campingeucaliptus.com,977 47 90 46,"406,567,864",0.7798506
0.0,0.000000026167978,Camping Vila de Sarria Restaurante,Carretera de Pintin km 1, Camino de Santiago km 113, 27600 Sarria, Lugo,Sarria,Lugo,campingviladesarria.com,982 53 54 67,"42,776,323",-7
0.0,0.000000026167978,Camping Calella de Palafrugell La Siesta - Bungalow Park,Avinguda del Mar, km. 2, 17210 Calella de Palafrugell, Girona,Calella de Palafrugell,Girona,campinglasiesta.com,972 61 51 16,"41,897,282",3
0.0,0.000000026167978,Camping Orea,Ctra. Orea a Griego, Km 6, 19311 Orea, Guadalajara,Orea,Guadalajara,campingorea.com,949 83 64 44,"405,094,924",-17
0.0,0.000000026167978,Camping Valldaro,Carrer del Camí Vell, 63," 17250 Conjunt de Castell d&apos;Aro", Girona,Castillo de Aro,Girona,valldaro.com,972 81 75 15,"418,141,016",30
0.0,0.000000026167978,Camping Alto Esla,Carretera León-Santander km. 105, 24911 Boca de Huérgano,Boca De Huergano,Boca de Huérgano,altoesla.eu,987 74 01 39,"429,723,657",-49,294,335
0.0,0.000000026167978,Camping El Canto la Gallina,Travesía dos de Mayo, 1, 28295 Valdemaqueda, Madrid,Valdemaqueda,Madrid,elcantolagallina.com,918 98 48 20,"405,095,081",-42
0.0,0.000000026167978,Camping Municipal,Av. Tarragona, 313, 25300 Tàrrega, Lleida,Tárrega,Lleida,,,"416,396,048",11
0.0,0.000000026167978,Camping el Balcón del Tietar,Paraje de la Bramajada, s/n, 05470 Pedro Bernardo, Ávila,Pedro Bernardo,Ávila,campingpedrobernardo.com,920 38 71 82,"40,245,631",-4
0.0,0.000000026167978,Camping Sierra de La Culebra,Carretera Riomanzanas, s/n, 49520 Figueruela de Arriba, Zamora,Figueruela de Arriba,Zamora,campingsierradelaculebra.com,630 66 13 29,"418,647,471",-64
0.0,0.000000026167978,Camping Os Ancares S L,Camping Mosteiro s/n Cervantes, 27665, Lugo,Queirogal,Lugo,,982 36 45 56,"42,833,712",-7,061
0.0,0.000000026167978,Camping Aragón G. | Valle de Hecho,a-176, Km 22, Comarca de la Jacetania, 22720 Hecho, Huesca,Hecho,Huesca,campinghecho.com,974 37 53 61,"427,322,852"
0.0,0.000000026167978,A Gaivota Camping,Calle Da Praia, 0 S/N, 27790 Barreiros, Lugo,Barreiros,Lugo,agaivotacamping.com,982 12 44 51,"43,562,263",-7
0.0,0.000000026167978,Camping Bahía de Santa Pola,Carretera Santa Pola - Elche, Km 11, 03130 Santa Pola, Alicante,Santa Pola,Alicante,campingbahia.com,965 41 10 12,"382,005,755",-0.5699643
0.0,0.000000026167978,Camping Asolaze,Carretera Francia, km. 39,5, 31417 Isaba, Navarra,Uztárroz/Uztarroze,Navarra,asolazecamping.com,948 89 32 34,"42,900,366"
0.0,0.000000026167978,Camping las Gaviotas Asturias,Paseo Marítimo, s/n, 33457, Asturias,El Puerto,Asturias,campinglasgaviotas.es,985 51 90 70,"435,724,508",-60
0.0,0.000000026167978,Camping Cal Paradis,BV-3002, km 9, Salo, 08269 Salo, Barcelona,Salo,Barcelona,campingcalparadis.com,938 69 56 52,"41,847,041"
0.0,0.000000026167978,Camping Stella Maris,Passeig Marítim, 84, 08380 Malgrat de Mar, Barcelona,Malgrat de Mar,Barcelona,campingstellamaris.es,937 65 48 83,"416,380,263",27
0.0,0.000000026167978,Camping los Bonales,Lugar Paraje los Bonales, 0 S/N, 19275 Cantalojas, Guadalajara,Cantalojas,Guadalajara,campinglosbonales.es,643 45 01 52,"412,331,841",-32
0.0,0.000000026167978,Camping Playa de Poniente,Playa Pte., s/n, 18613 Motril, Granada,Motril,Granada,campingplayadeponiente.com,958 82 03 03,36.718145,-3.546525
0.0,0.000000026167978,Camping Bon Sol,camino Real de Villajoyosa, 35, 03560 El Campello, Alicante,"Playa Muchavista, El Campello",Alicante,campingbonsol.es,626 21 98 80,"384,133,761",-0.4054812
0.0,0.000000026167978,Chiringuito Bar Camping San Marcos,Rúa, Vilamaior, 18, 15820 Santiago de Compostela, C,Santiago de Compostela,C,,,"428,915,299"
0.0,0.000000026167978,Camping Estrella de Mar,C-31, km 16.7, 08860 Castelldefels, Barcelona,Casteldefels,Barcelona,caesmar.com,936 33 07 84,"412,698,319",19
0.0,0.000000026167978,Camping Los Botijos.,Partida Benefetal, 22, 46820 Bicorp, Valencia,Bicorp,Valencia,,962 13 28 60,"390,856,847",-0.8657741
0.0,0.000000026167978,Camping la Paz,Acceso, Autovía del Mediterráneo, km 581, 30834 Murcia,Sangonera la Seca,Murcia,,968 89 39 29,"379,536,181",-1
0.0,0.000000026167978,Camping Paisaxe,Playa de O Terrón, 16, 36620 Vilanova de Arousa, PO,Villanueva de Arosa,PO,campingplayapaisaxe.com,986 55 46 56,"42,551,863",-8
0.0,0.000000026167978,Camping El Brezal,Carretera, s-n, 09513 El Vado, Burgos,El Vado,Burgos,campingelbrezal.com,947 19 03 76,"429,068,006",-35
0.0,0.000000026167978,Camping Montagut,Ctra. de Sadernes, Km. 2, 17855 Montagut, Girona,Montagut,Girona,campingmontagut.com,972 28 72 02,"42,245,454",2
0.0,0.000000026167978,"La Soleia d&apos;Oix",Mas Can Vilà, 17856 Оix, Girona,Montagut y Oix,Girona,lasoleiadoix.cat,972 29 45 61,"42,271,425",2,523
0.0,0.000000026167978,Camping Cantosal,crta de Coca a, Calle Santiuste, km2, 40480 Coca, Segovia,Coca,Segovia,,661 34 01 71,"412,091,632"
0.0,0.000000026167978,"Camping Fuente Del Gallo, S.L",Carril del Palillero S/N. Urb. Fuente del Gallo, 11149 Conil de la Frontera, Cádiz,Conil de la Frontera,Cádiz,campingfuentedelgallo.com,956 44 01 37,36.296545,-6.109874,https://goo.gl/maps/a2o3p28WYUktLtXd7
0.0,0.000000026167978,Camping Castello,Ctra. N-634, Km 532, 33746 El Franco, Asturias,Miudeira,Asturias,,,"435,491,654",-68
0.0,0.000000026167978,El Meson,Lugar O Meson Da Cabra, 6, 27305 Guitiriz, Lugo,Guitiriz,Lugo,campingelmeson.com,626 50 91 40,"431,782,809",-7
0.0,0.000000026167978,Camping A Grandella,Unnamed Road, 33746, 33746 El Franco, Asturias,El Franco,Asturias,campingagrandella.com,985 86 63 38,"435,562,472",-6
0.0,0.000000026167978,Camping La Buganvilla,29604 Marbella, Málaga,Marbella,Málaga,campingbuganvilla.es,952 83 11 97,36.5025047,-4.8041375,https://goo.gl/maps/aaGVdzVgETuZk1Qu7,https://goo.gl/maps/aaGVdzVgETuZk1Qu7
0.0,0.000000026167978,Camping Riba-roja,TV-7411, Km. 6," 43790 Riba-roja d&apos;Ebre", Tarragona,Ribarroja de Ebro,Tarragona,campingriba-roja.com,977 26 50 83,"41,247,168",0.419969
0.0,0.000000026167978,Camping Ciudad De Albarracín,Camino de Gea, 0, 44100 Albarracín, Teruel,Albarracín,Teruel,campingalbarracin.com,978 71 01 97,"404,116,001",-14
0.0,0.000000026167978,Camping Playa La Arena,Barrio la Arena, 16A, 39195 Arnuero, Cantabria,La Sorrozuela,Cantabria,campinghotelplayalaarena.com,942 67 93 59,"435,030,671",-35
0.0,0.000000026167978,Camping Cervin,Calle la Paul, 22, 22450 Campo, Huesca,Campo,Huesca,,974 00 00 00,"424,098,486",0.4047601
0.0,0.000000026167978,Camping Tropical,N-340, Km 315,4, 18690 Almuñécar, Granada,Almuñécar,Granada,campingtropical.es,644 22 75 36,36.7383328
0.0,0.000000026167978,Camping Rianxo,Praia de Tronco, 25, 15920 Rianxo, A Coruña,Rianjo,A Coruña,campingrianxo.com,609 84 70 00,"426,419,019",-88
0.0,0.000000026167978,Camping Valle De Tena,Km 513,46, Carretera Nacional 260, 22600 Sabiñánigo, Huesca,Sabiñánigo,Huesca,campingbungalowsvalledetena.es,974 48 03 02,"425,578,738"
0.0,0.000000026167978,Camping Octogesa,Carretera Fraga, s/n, Km 314, 50170 Mequinenza, Zaragoza,Mequinenza,Zaragoza,,610 09 80 21,"41,378,724"
0.0,0.000000026167978,Camping Park Pizarra,29569 Pizarra, Málaga,Rivera,Málaga,campingparkpizarra.com,649 68 60 87,36.7930411,-4.7302362,https://goo.gl/maps/AWgoyhsE6ahysih78,https://goo.gl/maps/AWgoyhsE6ahysih78
0.0,0.000000026167978,Camping La Aldea,Carretera de El Rocío, km. 25, 21750 El Rocío, Huelva,El Rocío,Huelva,campinglaaldea.com,959 44 26 77,37.1414226,-6.490577
0.0,0.000000026167978,Camping El Valle,Carretera M-610 Bustarviejo a Miraflores, Km. 15,500, 28720, Madrid,La Encinilla,Madrid,sierranorte.com,918 44 35 87,"408,432,478"
0.0,0.000000026167978,Camping Covarrubias,Av. de Victor Barbadillo, 0, 09346 Covarrubias, Burgos,Covarrubias,Burgos,proatur.com,616 93 05 00,"420,586,779",-35
0.0,0.000000026167978,Camping El Peñón,Crta. Algámitas-Pruna, Km. 3.5, Algámitas, Sevilla,Algámitas,Sevilla,algamitasaventura.es,955 85 53 00,37.018775,-5.1754966
0.0,0.000000026167978,Camping Los Molinos de Bareyo,CA-447, 953, 39170 Bareyo, Cantabria,Bareyo,Cantabria,campinglosmolinos.com,942 67 05 69,"434,641,941",-36
0.0,0.000000026167978,Camping cabañas Jimera De Libar,Carretera Cortés, 0 Km 1, 29392 Jimera de Líbar, Málaga,Jimera de Líbar,Málaga,rural-jimera.com,952 18 01 02,36.6555298,-5.2886932
0.0,0.000000026167978,Camping Picón Del Conde,Calle Burgos, 0 Km 0263 0, 09292 Monasterio de Rodilla, Burgos,Monasterio de Rodilla,Burgos,picondelconde.com,947 59 43 55,"424,595,553",-34
0.0,0.000000026167978,Camping Castell Mar,Parc Natural dels Aiguamolls de l’Empordà, s/n, 17486 Castelló d’Empuries, Girona,Ampuriabrava,Girona,camping-castellmar.com,972 45 08 22,"422,541,837",3
0.0,0.000000026167978,Camping Trillas Platja Tamarit,Carretera N-340, Km 1172, 43008 Tamarit, Tarragona,Tamarit,Tarragona,campingtrillas.com,977 65 02 49,"41,134,003",1
0.0,0.000000026167978,Camping Ciudad de León,Ctra/ N-601 km 2, salida, 24195 Golpejar de la Sobarriba, León,Golpejar de la Sobarriba,León,sites.google.com,987 26 90 86,"425,904,264",-55
0.0,0.000000026167978,Camping Alquezar,Ctra. Barbastro s/n., 22145 Alquézar, Huesca,Alquézar,Huesca,campingalquezar.com,974 31 83 00,"42,164,548",0.015277,https://goo.gl/maps/be4FpRHp42ooMo2n6
0.0,0.000000026167978,"La planta, terreny Acampada",GI-531, 17154 Sant Aniol de Finestres, Girona,San Esteban de Llémena,Girona,campaments.cat,,"42,067,411",26,095
0.0,0.000000026167978,Camping los Alcornocales,Carretera Cruz Blanca, 0, 11330 Jimena de la Frontera (Estación), Cádiz,Jimena de la Frontera,Cádiz,campinglosalcornocales.com,956 64 00 60,36.443003,-5.459846
0.0,0.000000026167978,Camping La Campiña,14549 La Guijarrosa, Córdoba,La Guijarrosa,Córdoba,campinglacampina.es,957 31 53 03,"376,225,718",-48,592,984
0.0,0.000000026167978,"Camping &amp; Bungalows Portuondo",Portuondo Auzoa, S/N, 48360 Mundaka, BI,Mundaca,BI,campingportuondo.com,946 87 77 01,43.3990136,-2.696253
0.0,0.000000026167978,Camping Cañones de Guara,Carretera A-1227, 0 Km22, 22141 Panzano, Huesca,Panzano,Huesca,,974 34 33 03,"422,143,874",-0.1740143
0.0,0.000000026167978,Camping Playa de Miño,Rúa Loios, 60, 15630 Miño, A Coruña,Miño,A Coruña,,,"433,553,763",-82
0.0,0.000000026167978,Camping Relax Nat,Carrer Pozo Alcón, 92, 17200 Palafrugell, Girona,"Ermedàs, Mont-ras",Girona,campingrelaxnat.com,972 30 00 91,"418,916,023",31
0.0,0.000000026167978,Camping Yolimar,Nacional 632A, Km 127, 33150 Cudillero, Asturias,Artedo,Asturias,,682 48 71 79,"435,527,471",-61
0.0,0.000000026167978,Camping Bellavista,Ctra. de Graus, 0, 22435 La Puebla de Castro, Huesca,La Puebla de Castro,Huesca,hotelcampingbellavista.com,974 54 55 11,"421,307,375",0.3099287
0.0,0.000000026167978,Camping Aitzeta,Laranga Auzoa, 35, 20830 Mutriku, Gipuzkoa,Motrico,Gipuzkoa,campingaitzeta.es,943 60 33 56,43.3051216,-2.3785591
0.0,0.000000026167978,Camping El Urogallo,Carretera Boñar Puerto de Tarna, 9, 24857 Cofiñal, León,Cofiñal,León,campingelurogallo.es,699 62 65 69,"430,289,504",-52
0.0,0.000000026167978,Camping Ber-Door,Lugar Playa Ber, s/n, 15619 Pontedeume, C,Sambollo,C,,981 43 85 48,"433,971,072",-82
0.0,0.000000026167978,CAMPING GENAL,Vega de la Curtida. Ctra. Algatocín-Jubrique, Km. 6, 29491 Algatocín, Málaga,Algatocín,Málaga,campingenal.com,687 98 26 29,36.567209,-5.246765
0.0,0.000000026167978,Camping Los Delfines,Carretera de Isla Plana, Playa El Mojón, s/n, 30860 Puerto de Mazarrón, Murcia,Puerto de Mazarrón,Murcia,camping-losdelfines.es,968 59 45 27,"375,780,632"
0.0,0.000000026167978,Camping Sol de Calpe Boreal,Av. de Bulgaria, 4, 03710 Calp, Alicante,Calpe,Alicante,campingsoldecalpe.com,965 83 26 18,"3,864,976",0.06844
0.0,0.000000026167978,Camping Puerta de Los Montes Obarenes,N-232, Km.487, 09244 Busto de Bureba, Burgos,Busto de Bureba,Burgos,bustodebureba.com,671 58 21 11,42.662342,-3.2656753
0.0,0.000000026167978,"Camping &amp; Bungalows Zumaia",Basusta-Bidea Bidea, 16, 20750 Zumaia, Gipuzkoa,Zumaya,Gipuzkoa,campingzumaia.com,943 86 04 75,"43,289,727",-2
0.0,0.000000026167978,Camping Pico Verde,CL-621 Km 26,7 24200, Valencia de Don Juan, León,Valencia de Don Juan,León,verial.es,987 75 05 25,"422,949,781",-55
0.0,0.000000026167978,"Camping La Borda D&apos;Arnaldet",Km 52 2, A-139, 0, 22467 Villanova, Huesca,Villanova,Huesca,arnaldet.com,682 44 10 56,"425,596,488"
0.0,0.000000026167978,Camping Mar y Campo,Calle, 0, 15165 Bergondo, C,Gandarío,C,,981 79 14 88,"433,416,222",-82
0.0,0.000000026167978,Camping Blanc,Carrer de Cristòfor Colom, 54, 17300 Blanes, Girona,Blanes,Girona,campingblanc.com,972 35 70 35,"416,593,262",27
0.0,0.000000026167978,Camping Cáceres,Carretera N-630, Km 549.5, 10005 Cáceres,Cáceres,Cáceres,campingcaceres.com,927 23 31 00,"394,891,985",-64,122
0.0,0.000000026167978,Camping NATURALEZA,Ctra. Salamanca SA-205 km.26, 37763 San Miguel de Valero, Salamanca,San Miguel de Valero,Salamanca,campingnaturaleza.es,923 41 55 77,"405,547",-5,914
0.0,0.000000026167978,Camping Calp-Mar,Calle Eslovenia, 3, 03710 Calp, Alicante,Calpe,Alicante,campingcalpemar.com,965 87 55 76,"386,451,259",0.0566688
0.0,0.000000026167978,Camping Jaizkibel,20280 Hondarribia, SS,Hondarribia,SS,campingjaizkibel.com,943 64 16 79,"433,663,597",-18,044,393
0.0,0.000000026167978,Camping Tossa,Ctra. Llagostera, Km 13, 17320 Tossa de Mar, Girona,"Urb. de Sant Eloi, Tossa de Mar",Girona,campingtossa.com,972 34 05 47,"417,290,177",2
0.0,0.000000026167978,Camping Hoces del Duratón,Carretera Sepúlveda, s/n, 40320 Cantalejo, Segovia,Cantalejo,Segovia,campinghocesdelduraton.com,,"412,570,399",-39
0.0,0.000000026167978,Camping Mar Azul Balerma,Carr. de Guardias Viejas, s/n, 04712 Balerma, Almería,Balerma,Almería,campingbalerma.com,950 93 76 37,"36,722,047",-2
0.0,0.000000026167978,"Camping Fonts de l&apos;Algar",Partida Algar, s/n," 03510 Callosa d&apos;en Sarrià", Alicante,Callosa de Ensarriá,Alicante,fontsdelalgar.com,608 74 25 71,"386,545,142",-0.0932415
0.0,0.000000026167978,CAMPING MAS NOU,Carrer Mas Nou, 7," 17487 Castelló d&apos;Empúries", Girona,Castellón de Ampurias,Girona,campingmasnou.com,972 45 41 75,"422,646,288",31
0.0,0.000000026167978,Camping Somo Parque Cantabria,Carretera Somo Suesa-Finca Mojante 21, 39150 Somo-Suesa, Cantabria,Somo,Cantabria,somoparque.com,942 51 03 09,43.4463502,-3.7271057,https://goo.gl/maps/d2ooYijrXY6DiCN68
0.0,0.000000026167978,Camping Joncar Mar,Carrer de Bernat Metge, 9, 10, 17480 Roses, Girona,Roses,Girona,campingjoncarmar.com,972 25 67 02,"422,664,466"
0.0,0.000000026167978,CAMPING PLAYA ARENILLAS,CAMPING PLAYA ARENILLAS, 39798 Islares, Cantabria,Islares,Cantabria,campingplayaarenillas.es,942 86 31 52,"434,037,755",-33,105
0.0,0.000000026167978,Camping El Racó del Mar,12, Carrer Letra D Santa Llucia, 12, 08800, Barcelona,Villanueva y Geltrú,Barcelona,,938 15 52 45,"412,095,471"
0.0,0.000000026167978,Camping Los Álamos,Paraje Fuen de la Reina, S N, 44431 La Virgen de la Vega, Teruel,La Virgen de la Vega,Teruel,campinglosalamos.com,978 80 11 67,"40,363,485",-0.693744
0.0,0.000000026167978,Camping Ruta De Finisterre,Lugar Playa Estorde, 216, 15270 Cee, C,Cee,C,rutafinisterre.com,981 74 63 02,"429,444,097",-92
0.0,0.000000026167978,Camping Urrobi,Ctra. Pamplona - Valcarlos, Km. 42, 31694 Aurizberri - Espinal, Navarra,Espinal,Navarra,campingurrobi.com,948 76 02 00,"42,973,043",-135
0.0,0.000000026167978,Camping Arganda,Ctra Campo Real, Km. 3,600, 28500 Arganda del Rey, Madrid,Arganda del Rey,Madrid,campingarganda.com,918 71 26 63,"40,320,101"
0.0,0.000000026167978,CAMPING - BUNGALOWS COMPLEJO TURISTICO LA MATA,Calle Garganta de Alardos, 39, 10480 Madrigal de la Vera, Cáceres,Madrigal de la Vera,Cáceres,campinglamata.com,927 56 52 38,"40,152,945",-5
0.0,0.000000026167978,Camping Playa las Dunas,Paseo Maritimo de la Playa la Puntilla, s/n, 11500, Cádiz,El Puerto de Sta María,Cádiz,lasdunascamping.com,956 87 22 10,36.5873053,-6.2415527
0.0,0.000000026167978,Cabañas Camping Sierra de Peñascosa,Carretera de Bogarra, Km 1, 02313 Peñascosa, Albacete,Peñascosa,Albacete,campingpenascosa.com,639 37 17 89,"386,734,693",-24
0.0,0.000000026167978,Camping Amfora,Carrer de Josep Tarradellas, 2, 17470 Sant Pere Pescador, Girona,San Pedro Pescador,Girona,campingamfora.com,972 52 05 40,"42,180,729",3
0.0,0.000000026167978,Camping Playa Aguadulce,Carretera A-491 Km. 6,5 ( Junto a, 11520 Rota, Cádiz,Rota,Cádiz,playaaguadulce.com,956 84 70 78,36.670983,-6.406061
0.0,0.000000026167978,Camping Valle de Añisclo,Crta. Añisclo, Km. 2, 22363 Puyarruego, Huesca,Puyarruego,Huesca,campings.net,974 50 50 96,"425,095,469",0.1251277
0.0,0.000000026167978,Camping Riaza,Carretera de la Estación, 40500 Riaza, Segovia,Riaza,Segovia,camping-riaza.com,921 55 05 80,"412,685,618",-34,963
0.0,0.000000026167978,Camping Almócita,04458 Almócita, Almería,Almócita,Almería,campingalmocita.es,622 56 65 67,36.995282,-2.785108,https://goo.gl/maps/DpneMcS1zGi2eJ6h6,https://goo.gl/maps/DpneMcS1zGi2eJ6h6
0.0,0.000000026167978,Camping Las Veredas,Avd. de las veredas s/n, 23150 Valdepeñas de Jaén, Jaén,Valdepeñas de Jaén,Jaén,campinglasveredas.webnode.es,953 12 92 56,37.593842,-3.810928,https://goo.gl/maps/dRfL9kRANJ7Jg69q8
0.0,0.000000026167978,Camping El Pradon,Carretera Argoños Somo, 37, 39195 Arnuero,Arnuero,Arnuero,,,"434,702,721",-35,608
0.0,0.000000026167978,Camping y Bungalow Siurana,Carretera de Cornudella a Siurana, Km 7, 43362 Siurana, T,Ciurana de Tarragona,T,campingsiurana.com,977 82 13 83,"412,614,434",0.9411495
0.0,0.000000026167978,Camping La Tordera,Camí de la Tordera s/n, 08380, Barcelona,Blanes,Barcelona,campinglatordera.com,937 61 27 78,"416,517,356",27,760
0.0,0.000000026167978,Camping Puigsagordi,Carretera de Banyeres, s/n, 08540 Centelles, Barcelona,Centellas,Barcelona,campingpuigsagordi.com,646 47 01 46,"41,806,925",2
0.0,0.000000026167978,Camping Madrid Monte Holiday,Finca El, Calleja del Tercio Nuevo, s/n, 28739, Madrid,Gargantilla del Lozoya,Madrid,campingmonteholiday.com,918 69 52 78,"409,496,524"
0.0,0.000000026167978,Camping El Tormes,Camino Dehesa, 1, 37800 Alba de Tormes, Salamanca,Alba de Tormes,Salamanca,campingeltormes.com,680 23 72 26,"408,196,138",-55
0.0,0.000000026167978,Camping Rural Loma Taivilla,29566, Málaga,Caicunes,Málaga,campingrural-lomataivilla.com,670 56 76 07,36.768557,-4.837503,https://goo.gl/maps/e5ibsBivwN52uZvy8,https://goo.gl/maps/e5ibsBivwN52uZvy8
0.0,0.000000026167978,Camping Palazuelo,Carretera Mayorga Astorga, Km. 30, 24234 Villamañán, León,Villamañán,León,grupopalazuelo.com,987 76 82 10,"423,136,111",-55
0.0,0.000000026167978,"Camping &amp; Bungalows Ligüerre de Cinca",Ctra A-138, Km. 28, 22393 Ligüerre de Cinca, Huesca,Ligüerre de Cinca,Huesca,liguerredecinca.com,974 50 08 00,"422,811,449",0.1967616
0.0,0.000000026167978,Camping Navarrete,Calle de Entrena, Km. 1, 5, 26370 Navarrete, La Rioja,Navarrete,La Rioja,campingnavarrete.com,941 44 01 69,"424,161,757"
0.0,0.000000026167978,Camping Montsant Park,C-242, Km 34.5, 43363 Ulldemolins, Tarragona,Ulldemolins,Tarragona,campingmontsantpark.com,609 48 51 00,"41,315,679",0.880916
0.0,0.000000026167978,Camping Victoria (Jaca),Avenida Nuestra Señora de la Victoria, 34 salida Camino Santiago, 22700 Jaca, Huesca,Jaca,Huesca,alcorceaventura.com,974 35 70 08,"425,640,251",-0.5698779
0.0,0.000000026167978,Camping Cadaqués,Av. de Salvador Dalí, 23, 17488 Cadaqués, Girona,Cadaqués,Girona,campingcadaques.com,972 25 81 26,"42,291,805",3
0.0,0.000000026167978,Camping Playa De La Joyel,CAMPING PLAYA JOYEL, PLAYA DE RIS S/N, 39180 Noja, Cantabria,Noja,Cantabria,playajoyel.com,942 63 00 81,43.4901743,-3.5392633
0.0,0.000000026167978,"Camping Punta Milà in l&apos;Escala",Carrer del Milà, s/n," 17130 L&apos;Escala", Girona,La Escala,Girona,campingpuntamila.com,638 65 27 12,"42,105,074",3
0.0,0.000000026167978,Camping El Angel Castril,Paraje el Angel, S/N, 18816 Castril, Granada,Castril,Granada,,678 07 59 04,37.7947083,-2.7867417
0.0,0.000000026167978,Camping Enmar,Avinguda Ntra. Sra. de la Mercè, s/n, 08397 Pineda de Mar, Barcelona,Pineda de Mar,Barcelona,campingenmar.com,937 67 17 30,"416,217,773",26
0.0,0.000000026167978,Camping La Manga Costa Cálida,Autovía Rm-12, 0 Km 15, 30380 San Javier,Abanilla,San Javier,,902 02 11 35,"378,499,655",-0.8477795,https://goo.gl/maps/ejHWYZhyoTsXyxbR8
0.0,0.000000026167978,Camping Del Pozo,Urbanización Fuente Romero, Camino Cordel de Talavera O de Hormigos, 31, 45919 Hormigos, Toledo,Hormigos,Toledo,,925 74 02 17,"401,037,753"
0.0,0.000000026167978,Eurocamping,Carrer Rabdells, s/n, 46780, Córdoba,"Urbanització Riuet dels Gorcs, Oliva",Córdoba,eurocamping-es.com,962 85 40 98,"389,061,924",-0.0671036
0.0,0.000000026167978,Camping Boltaña,N-260, km 442, 22340 Boltaña, Huesca,Boltaña,Huesca,campingboltana.com,974 50 23 47,"42,430,208",0.078838
0.0,0.000000026167978,"Camping L&apos;Aube",Camí del càmping, Urb. Riomar, 1, 43580 Deltebre, T,Deltebre,T,campinglaube.com,977 26 70 66,"407,208,222"
0.0,0.000000026167978,Camping Puente Nuevo - Córdoba,Ctr A-3075 Km. 8.5, 14300 Villaviciosa de Córdoba, Córdoba,Villaviciosa de Córdoba,Córdoba,campingpuentenuevo.com,957 36 07 27,"38,081,292",-4,927
0.0,0.000000026167978,Camping El Guijo,Camino del Río, s/n, 37774 Guijo de Ávila, Salamanca,Guijo de Ávila,Salamanca,guijodeavila.com,606 34 43 73,"40,539,903",-563
0.0,0.000000026167978,Camping Playa Bara,Carrer Astorga, 6, 43883 Roda de Berà, Tarragona,"El Mas Roig, Roda de Berà",Tarragona,parkplayabara.com,,"411,687,526",14
0.0,0.000000026167978,Camping oro verde,Unnamed Road, 04200 Tabernas, Almería,Cañada de Miralles,Almería,,,"370,811,616",-23,178
0.0,0.000000026167978,Camping El Brillante,Av. del Brillante, 50, 14016 Córdoba,Córdoba,Córdoba,campingelbrillante.com,957 40 38 36,37.8999102,-4.7872438,https://goo.gl/maps/F2fh6pHuRh5XTnyJ8
0.0,0.000000026167978,Camping 1ª O Muiño - Bungalow Park,Carretera Baiona - A Garda, Km 26, 36309 Mougás, Oia, PO,Pedra Rubia,PO,campingmuino.com,986 36 16 00,"42,063,934"
0.0,0.000000026167978,Camping 3 Estrellas,C-31, km 186,2, 08850, Barcelona,"Gavà Mar, Gavà",Barcelona,camping3estrellas.com,936 33 06 37,"41,272,316"
