name,city,type
"Orbitur - Angeiras",""Vila Nova de Gaia",",campsite
"Parque Municipal de Campismo",""Vila Nova de Gaia",",campsite
"CAMPING PARK FÃO",""Vila Nova de Gaia",",campsite
"Camping Park of Furadouro",""Vila Nova de Gaia",",campsite
"Camping Braga",""Vila Nova de Gaia",",campsite
"Parque de Campismo de Vila do Conde",""Vila Nova de Gaia",",campsite
"Parque de Campismo Marisol",""Vila Nova de Gaia",",campsite
"Camping Medas",""Vila Nova de Gaia",",campsite
"Parque de Campismo de Salgueiros",""Vila Nova de Gaia",",campsite
"Camping Torreira Park",""Vila Nova de Gaia",",campsite
"NaturVeredas, Refúgio da Freita",""Vila Nova de Gaia",",campsite
"Camping Vouzela Park",""Vila Nova de Gaia",",campsite
"Istas Garden",""Vila Nova de Gaia",",campsite
"Amarante camping",""Vila Nova de Gaia",",campsite
"Parque de Campismo de Esmoriz",""Vila Nova de Gaia",",campsite
"Rural Camping Park of Vila Fria",""Vila Nova de Gaia",",campsite
"Area Sosta Camper - Avintes",""Vila Nova de Gaia",",campsite
"Lisboa Camping",""Amadora",",campsite
"Camping Club Almada Municipality",""Amadora",",campsite
"Orbitur Costa de Caparica",""Amadora",",campsite
"Ericeira Camping",""Amadora",",campsite
"Camping Picheleiros",""Amadora",",campsite
"EcoParque do Outão",""Amadora",",campsite
"SFUAP - Parque de Campismo Piedense",""Amadora",",campsite
"Camping Vasco da Gama",""Amadora",",campsite
"Parque de Campismo Orbitur Guincho",""Amadora",",campsite
"Alenquer Camping",""Amadora",",campsite
Campimeco,""Amadora",",campsite
"Camping Praia de Santa Cruz",""Amadora",",campsite
"Clube de Campismo de Lisboa (CCL)",""Amadora",",campsite
"Parque Verde",""Amadora",",campsite
"Parque de Campismo Municipal VFX",""Amadora",",campsite
"Bellas Glamping",""Amadora",",campsite
"Home Turistico",""Amadora",",campsite
"Forte do Cavalo Municipal Camping Park",""Amadora",",campsite
"Parque de Campismo Valbom",""Amadora",",campsite
"Parque de Campismo da Lagoa",""Amadora",",campsite
"Camping Oleiros",""Coimbra",",campsite
"Góis Camping",""Coimbra",",campsite
"Camping Mill",""Coimbra",",campsite
"Orbitur Vagueira",""Coimbra",",campsite
"Campground Serpins",""Coimbra",",campsite
"Camping Côja",""Coimbra",",campsite
"Vila Caia Camping",""Coimbra",",campsite
"Parque de Campismo da Praia de Pedrogão",""Coimbra",",campsite
"Parque de Campismo de Luso",""Coimbra",",campsite
"Campsite Quinta Vale Do Mondego",""Coimbra",",campsite
"Mira Lodge Park",""Coimbra",",campsite
"Camping Costa Nova",""Coimbra",",campsite
"Club De Camping And Caravanning De Aguada De Baixo",""Coimbra",",campsite
"Parque de Campismo da Praia da Vieira",""Coimbra",",campsite
"Parque Municipal de Campismo de Arganil",""Coimbra",",campsite
"Parque de Campismo - Federação de Campismo e Montanhismo de Portugal",""Coimbra",",campsite
"Parque de campismo de Coimbra",""Coimbra",",campsite
Camping,""Coimbra",",campsite
"Kampaoh Vagueira",""Coimbra",",campsite
"Parque de Campismo da Praia da Tocha",""Coimbra",",campsite
"Parque de Campismo de Vila Cha",""Braga",",campsite
"Camping Orbitur Caminha park",""Braga",",campsite
"ORBITUR Canidelo",""Braga",",campsite
"GarfePark Camping",""Braga",",campsite
"Cámping O Corgo Muíños",""Braga",",campsite
"Orbitur - Angeiras",""Braga",",campsite
"Ermida Gerês Camping",""Braga",",campsite
"CAMPING PARK FÃO",""Braga",",campsite
"Camping Braga",""Braga",",campsite
"Camping Santa Tecla",""Braga",",campsite
"Gerês Vidoeiro Camping",""Braga",",campsite
"Camping Mondim de Basto",""Braga",",campsite
"Parque de Campismo de Vila do Conde",""Braga",",campsite
"Camping Covas Park",""Braga",",campsite
"Parque Cerdeira",""Braga",",campsite
"Gelfa Camping, Lda.",""Braga",",campsite
"Orbitur Viana do Castelo",""Braga",",campsite
"Parque de Campismo Marisol",""Braga",",campsite
"Camping Cabreira Park",""Braga",",campsite
"Parque de Campismo de Salgueiros",""Braga",",campsite
"Camping Park Porto Moniz",""Funchal",",campsite
"Chão das Feiteiras camping area (permit required in advance)",""Funchal",",campsite
"Gaya camping",""Funchal",",campsite
"Ribeiro Frio Campsite (permit required in advance)",""Funchal",",campsite
"Pico Ruivo campsite (permit required in advance)",""Funchal",",campsite
"Poiso campsite (permit required)",""Funchal",",campsite
"Bica da Cana Camping (Permit required)",""Funchal",",campsite
"Bishop's Fountain campsite (permit required in advance)",""Funchal",",campsite
"Casa Do Caramujo",""Funchal",",campsite
"Theos Stube",""Funchal",",campsite
"Casa do Sardinha campsite",""Funchal",",campsite
"Chão do Pasto",""Funchal",",campsite
"Ribeira do Alecrim",""Funchal",",campsite
Madeira,""Funchal",",campsite
"Calheta Glamping Pods",""Funchal",",campsite
"Poiso Campsite",""Funchal",",campsite
"Parking supermarket",""Funchal",",campsite
Carreiras,""Funchal",",campsite
"Montado do Pereiro",""Funchal",",campsite
"Canto das Fontes glamping",""Funchal",",campsite
"Lisboa Camping",""Setúbal",",campsite
"Camping Club Almada Municipality",""Setúbal",",campsite
"Orbitur Costa de Caparica",""Setúbal",",campsite
"Camping Picheleiros",""Setúbal",",campsite
"EcoParque do Outão",""Setúbal",",campsite
"SFUAP - Parque de Campismo Piedense",""Setúbal",",campsite
"Camping Vasco da Gama",""Setúbal",",campsite
"Ericeira Camping",""Setúbal",",campsite
"Camping Melides",""Setúbal",",campsite
Campimeco,""Setúbal",",campsite
"Parque de Campismo Orbitur Guincho",""Setúbal",",campsite
"Clube de Campismo de Lisboa (CCL)",""Setúbal",",campsite
"Camping of Alcacer do Sal",""Setúbal",",campsite
"Parque Verde",""Setúbal",",campsite
"Parque de Campismo Municipal VFX",""Setúbal",",campsite
"Bellas Glamping",""Setúbal",",campsite
"Home Turistico",""Setúbal",",campsite
"Forte do Cavalo Municipal Camping Park",""Setúbal",",campsite
"Parque de Campismo Valbom",""Setúbal",",campsite
"Parque de Campismo da Lagoa",""Setúbal",",campsite
"Camping huts Maromba",""Queluz",",campsite
"Jornada xamanica e retiros",""Queluz",",campsite
"Camping Grove",""Queluz",",campsite
"CAMPING DO PIKOSAM",""Queluz",",campsite
"Camping do torto",""Queluz",",campsite
"Waterfalls Valley Camping",""Queluz",",campsite
"Camping Jardim do labirinto",""Queluz",",campsite
"Camping Barragem's",""Queluz",",campsite
"Camping Familiar",""Queluz",",campsite
"Camping Clube do Brasil",""Queluz",",campsite
"Camping Formigão Amarelo",""Queluz",",campsite
"Camping Refúgio do Riacho - bairro maromba Visconde de Mauá",""Queluz",",campsite
"CAMPING FARM CABRAL",""Queluz",",campsite
"Fazenda Santa Clara Campground",""Queluz",",campsite
"Camping Club do Brasil",""Queluz",",campsite
"Sítio São Francisco",""Queluz",",campsite
"Camping Recanto das Borboletas",""Queluz",",campsite
"Recanto do Pontal Home",""Queluz",",campsite
"Camping Masculino",""Queluz",",campsite
"Fazenda da Prata",""Queluz",",campsite
"Camping Roche",""Cádiz",",campsite
"Camping La Rana Verde",""Cádiz",",campsite
"Camping El Palmar",""Cádiz",",campsite
"Camping Faro De Trafalgar",""Cádiz",",campsite
"Camping La Rosaleda",""Cádiz",",campsite
"Camping Playa Aguadulce",""Cádiz",",campsite
"Camping Lago Arcos",""Cádiz",",campsite
"Camping Bungalows Medina Sidonia",""Cádiz",",campsite
"Camping El Faro",""Cádiz",",campsite
"Camping Fuente Del Gallo, S.L.",""Cádiz",",campsite
"Camping Conil",""Cádiz",",campsite
"Campo y Mar",""Cádiz",",campsite
"Kampaoh El Puerto",""Cádiz",",campsite
"Kampaoh Los Caños",""Cádiz",",campsite
"Camping La Siesta de la Gaviota",""Cádiz",",campsite
"Camping Pinar San José",""Cádiz",",campsite
"Camper and Van",""Cádiz",",campsite
"Camping Vejer",""Cádiz",",campsite
"Camping Bahía de la Plata",""Cádiz",",campsite
"Stone Pines Eco Glamping",""Cádiz",",campsite
"Camping Osuna",""Alcalá de Henares",",campsite
"Camping El Valle",""Alcalá de Henares",",campsite
"Camping Madrid Arco Iris",""Alcalá de Henares",",campsite
"Camping Pico de la Miel",""Alcalá de Henares",",campsite
"CAMPING EL PICACHUELO",""Alcalá de Henares",",campsite
"Camping Piscis",""Alcalá de Henares",",campsite
"CAMPING Cervera de Buitrago",""Alcalá de Henares",",campsite
"Camping Internacional Aranjuez",""Alcalá de Henares",",campsite
"Area las Cigueñas",""Alcalá de Henares",",campsite
"FERNANMOR S.L.",""Alcalá de Henares",",campsite
"Camping Los Herrenes",""Alcalá de Henares",",campsite
"Camping el Ortigal",""Alcalá de Henares",",campsite
"Camping Arganda",""Alcalá de Henares",",campsite
"Finca De Los Sueños",""Alcalá de Henares",",campsite
"Camping soto",""Alcalá de Henares",",campsite
"Bungalows - Camping - Alpha",""Alcalá de Henares",",campsite
"Belo’s Farm",""Alcalá de Henares",",campsite
Otel,""Alcalá de Henares",",campsite
"Miran Lee Lee",""Alcalá de Henares",",campsite
"Camping alpha",""Alcalá de Henares",",campsite
"Camping Osuna",""Fuenlabrada",",campsite
"Camping Madrid Arco Iris",""Fuenlabrada",",campsite
"Camping El Greco",""Fuenlabrada",",campsite
"Camping San Juan",""Fuenlabrada",",campsite
"Camping Capfun El Escorial",""Fuenlabrada",",campsite
"Camping Internacional Aranjuez",""Fuenlabrada",",campsite
"Camping La Nava",""Fuenlabrada",",campsite
"Area las Cigueñas",""Fuenlabrada",",campsite
"Camping Los Herrenes",""Fuenlabrada",",campsite
"Camping Privado Caravan Garden",""Fuenlabrada",",campsite
"Camping Arganda",""Fuenlabrada",",campsite
"Camping El Canto la Gallina",""Fuenlabrada",",campsite
"Finca De Los Sueños",""Fuenlabrada",",campsite
"Camping soto",""Fuenlabrada",",campsite
"Bungalows - Camping - Alpha",""Fuenlabrada",",campsite
"Camping el Ortigal",""Fuenlabrada",",campsite
"Camping Monasterio de Pelayos",""Fuenlabrada",",campsite
"Belo’s Farm",""Fuenlabrada",",campsite
Otel,""Fuenlabrada",",campsite
"Camping los balcones",""Fuenlabrada",",campsite
"Camping Osuna",""Torrejón de Ardoz",",campsite
"Camping El Valle",""Torrejón de Ardoz",",campsite
"Camping Madrid Arco Iris",""Torrejón de Ardoz",",campsite
"Camping San Juan",""Torrejón de Ardoz",",campsite
"Camping Pico de la Miel",""Torrejón de Ardoz",",campsite
"CAMPING EL PICACHUELO",""Torrejón de Ardoz",",campsite
"Camping Piscis",""Torrejón de Ardoz",",campsite
"Camping Internacional Aranjuez",""Torrejón de Ardoz",",campsite
"Area las Cigueñas",""Torrejón de Ardoz",",campsite
"FERNANMOR S.L.",""Torrejón de Ardoz",",campsite
"Camping Los Herrenes",""Torrejón de Ardoz",",campsite
"Camping el Ortigal",""Torrejón de Ardoz",",campsite
"Camping Arganda",""Torrejón de Ardoz",",campsite
"Finca De Los Sueños",""Torrejón de Ardoz",",campsite
"Camping soto",""Torrejón de Ardoz",",campsite
"Bungalows - Camping - Alpha",""Torrejón de Ardoz",",campsite
"Belo’s Farm",""Torrejón de Ardoz",",campsite
Otel,""Torrejón de Ardoz",",campsite
"Miran Lee Lee",""Torrejón de Ardoz",",campsite
"Camping alpha",""Torrejón de Ardoz",",campsite
"Camping Rosário (adults only 16+)",""Badajoz",",campsite
"Camping Os Anjos (Campismo Rural)",""Badajoz",",campsite
"Camping Puro Alentejo",""Badajoz",",campsite
"Camping Alburquerque",""Badajoz",",campsite
"Camping Caravanas",""Badajoz",",campsite
"Acampada Municipal Valdelacalzada",""Badajoz",",campsite
"Parque de Campismo Rural Lapa dos Gaivões",""Badajoz",",campsite
Polígono,""Badajoz",",campsite
"Courela do Ribeiro",""Badajoz",",campsite
"Camping Aguas Claras",""Badajoz",",campsite
"Camping Roche",""Jerez de la Frontera",",campsite
"Camping La Rana Verde",""Jerez de la Frontera",",campsite
"Camping La Rosaleda",""Jerez de la Frontera",",campsite
"Camping Playa Aguadulce",""Jerez de la Frontera",",campsite
"Camping Lago Arcos",""Jerez de la Frontera",",campsite
"Camping Bungalows Medina Sidonia",""Jerez de la Frontera",",campsite
"Camping El Palmar",""Jerez de la Frontera",",campsite
"Camping El Faro",""Jerez de la Frontera",",campsite
"Camping Fuente Del Gallo, S.L.",""Jerez de la Frontera",",campsite
"Camping Conil",""Jerez de la Frontera",",campsite
"Kampaoh El Puerto",""Jerez de la Frontera",",campsite
"Camping La Siesta de la Gaviota",""Jerez de la Frontera",",campsite
"Camper and Van",""Jerez de la Frontera",",campsite
"Camping Vejer",""Jerez de la Frontera",",campsite
"Camping Los Gazules",""Jerez de la Frontera",",campsite
Campings,""Jerez de la Frontera",",campsite
"Camping Eucalyptus",""Jerez de la Frontera",",campsite
"Camping Playa Las Dunas S Anton",""Jerez de la Frontera",",campsite
"Kampaoh Lago de Arcos",""Jerez de la Frontera",",campsite
"Bungalow Buda beach",""Jerez de la Frontera",",campsite
"Camping Osuna",""Parla",",campsite
"Camping Madrid Arco Iris",""Parla",",campsite
"Camping El Greco",""Parla",",campsite
"Camping San Juan",""Parla",",campsite
"Camping Capfun El Escorial",""Parla",",campsite
"Camping Internacional Aranjuez",""Parla",",campsite
"Camping La Nava",""Parla",",campsite
"Area las Cigueñas",""Parla",",campsite
"Camping Los Herrenes",""Parla",",campsite
"Camping Privado Caravan Garden",""Parla",",campsite
"Camping Arganda",""Parla",",campsite
"Camping El Canto la Gallina",""Parla",",campsite
"Finca De Los Sueños",""Parla",",campsite
"Camping soto",""Parla",",campsite
"Bungalows - Camping - Alpha",""Parla",",campsite
"Camping Monasterio de Pelayos",""Parla",",campsite
Otel,""Parla",",campsite
"Camping los balcones",""Parla",",campsite
"Miran Lee Lee",""Parla",",campsite
"Camping alpha",""Parla",",campsite
"Camping La Bella Vista",""Algeciras",",campsite
"Camping Parque Tropical",""Algeciras",",campsite
"Camping La Casita Cadiz",""Algeciras",",campsite
"Camping Río Jara",""Algeciras",",campsite
"Camping Alcornocales",""Algeciras",",campsite
"Torre de la Peña",""Algeciras",",campsite
"Camping Bungalows Medina Sidonia",""Algeciras",",campsite
"Camping Miramonte",""Algeciras",",campsite
"Camping Paloma",""Algeciras",",campsite
"Camping San Juan",""Algeciras",",campsite
"Kampaoh Valdevaqueros",""Algeciras",",campsite
"Campo y Mar",""Algeciras",",campsite
"Camping Sureuropa",""Algeciras",",campsite
"Camping Tarifa",""Algeciras",",campsite
"Camping Valdevaqueros",""Algeciras",",campsite
"CAMPING GENAL",""Algeciras",",campsite
"Camping Vejer",""Algeciras",",campsite
"Camping Los Gazules",""Algeciras",",campsite
"Camping Bahía de la Plata",""Algeciras",",campsite
"Stone Pines Eco Glamping",""Algeciras",",campsite
"Camping Osuna",""Leganés",",campsite
"Camping Madrid Arco Iris",""Leganés",",campsite
"Camping San Juan",""Leganés",",campsite
"Camping Capfun El Escorial",""Leganés",",campsite
"Camping Internacional Aranjuez",""Leganés",",campsite
"Camping La Nava",""Leganés",",campsite
"Area las Cigueñas",""Leganés",",campsite
"Camping Los Herrenes",""Leganés",",campsite
"Camping el Ortigal",""Leganés",",campsite
"Camping Privado Caravan Garden",""Leganés",",campsite
"Camping Arganda",""Leganés",",campsite
"Camping El Canto la Gallina",""Leganés",",campsite
"Finca De Los Sueños",""Leganés",",campsite
"Camping soto",""Leganés",",campsite
"Bungalows - Camping - Alpha",""Leganés",",campsite
"Camping Monasterio de Pelayos",""Leganés",",campsite
"Belo’s Farm",""Leganés",",campsite
Otel,""Leganés",",campsite
"Camping los balcones",""Leganés",",campsite
"Miran Lee Lee",""Leganés",",campsite
"Agro Camping Invernaderito",""San Cristóbal de La Laguna",",campsite
"Chio Motorhome & Camping Area",""San Cristóbal de La Laguna",",campsite
"Camping Caleta del Sordo",""San Cristóbal de La Laguna",",campsite
"Campamentos Punta Del Sordo",""San Cristóbal de La Laguna",",campsite
"Camping Punta del Hidalgo",""San Cristóbal de La Laguna",",campsite
"Campamento Madre del Agua",""San Cristóbal de La Laguna",",campsite
"Zona de acampada "Fuente del Llano"",""San Cristóbal de La Laguna",",campsite
"Zona de Acampada San Miguel de Tajao",""San Cristóbal de La Laguna",",campsite
"Zona De Acampada De Las Raíces",""San Cristóbal de La Laguna",",campsite
"Camping Himiche",""San Cristóbal de La Laguna",",campsite
"El Lagar",""San Cristóbal de La Laguna",",campsite
"Zona de acampada de San José de los Llanos",""San Cristóbal de La Laguna",",campsite
"Área de Acampada La Caldera",""San Cristóbal de La Laguna",",campsite
"Open Hearts",""San Cristóbal de La Laguna",",campsite
"Camping Himeche",""San Cristóbal de La Laguna",",campsite
"Zona De Acampada Las Calderetas",""San Cristóbal de La Laguna",",campsite
"Zona De Acampada De La Tahona",""San Cristóbal de La Laguna",",campsite
"Las Hayas",""San Cristóbal de La Laguna",",campsite
"Barranco de la Arena",""San Cristóbal de La Laguna",",campsite
"Zona camping del Puertito de Güiimar",""San Cristóbal de La Laguna",",campsite
"Camping 3 Estrelles",""Santa Coloma de Gramenet",",campsite
"Càmping Bon Repòs",""Santa Coloma de Gramenet",",campsite
"Camping BARCELONA",""Santa Coloma de Gramenet",",campsite
"Camping Estrella de Mar",""Santa Coloma de Gramenet",",campsite
"Camping Bellsol",""Santa Coloma de Gramenet",",campsite
"Vilanova Park",""Santa Coloma de Gramenet",",campsite
"Càmping Blanes",""Santa Coloma de Gramenet",",campsite
"Camping Resort Els Pins",""Santa Coloma de Gramenet",",campsite
"Càmping Enmar",""Santa Coloma de Gramenet",",campsite
"Camping Mar De Cunit",""Santa Coloma de Gramenet",",campsite
"Campinggemeinschaft Roquetes",""Santa Coloma de Gramenet",",campsite
"Càmping Riudarenes S.L.",""Santa Coloma de Gramenet",",campsite
"Camping Platja Vilanova",""Santa Coloma de Gramenet",",campsite
"Càmping S'Abanell",""Santa Coloma de Gramenet",",campsite
"Camping la Rueda",""Santa Coloma de Gramenet",",campsite
"Camping El Far",""Santa Coloma de Gramenet",",campsite
"Camping Cal Paradis",""Santa Coloma de Gramenet",",campsite
"Càmping Oasis",""Santa Coloma de Gramenet",",campsite
"Càmping Masnou",""Santa Coloma de Gramenet",",campsite
"Càmping Mas Albà",""Santa Coloma de Gramenet",",campsite
"Camping Osuna",""Alcorcón",",campsite
"Camping Madrid Arco Iris",""Alcorcón",",campsite
"Camping San Juan",""Alcorcón",",campsite
"Camping Capfun El Escorial",""Alcorcón",",campsite
"Camping Internacional Aranjuez",""Alcorcón",",campsite
"Camping La Nava",""Alcorcón",",campsite
"Area las Cigueñas",""Alcorcón",",campsite
"Camping Los Herrenes",""Alcorcón",",campsite
