name,address,rating,website,schedule,latitude,longitude,city
"Motorhome Parking Area El Castillo de las Guardas","Av. Cruz de Marin",4.4,http://www.elcastillodelasguardas.es/,"[Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours]",37.28658030,-5.92423910,"Dos Hermanas"
"Camping & Bungalows Leagi","Barrio Leagi 4",4.3,https://www.campingleagi.com/,"[Monday: 9:00u202fAMu2009–u20098:00u202fPM Tuesday: 9:00u202fAMu2009–u20098:00u202fPM Wednesday: 9:00u202fAMu2009–u20098:00u202fPM Thursday: 9:00u202fAMu2009–u20098:00u202fPM Friday: 9:00u202fAMu2009–u20098:00u202fPM Saturday: 9:00u202fAMu2009–u20098:00u202fPM Sunday: 9:00u202fAMu2009–u20098:00u202fPM]",43.29698750,-2.98620290,Baracaldo
"Camping & Bungalows Portuondo","Portuondo Auzoa S/N Mundaka",4.1,https://www.campingportuondo.com/,"[Monday: 9:00u202fAMu2009–u20099:00u202fPM Tuesday: 9:00u202fAMu2009–u20099:00u202fPM Wednesday: 9:00u202fAMu2009–u20099:00u202fPM Thursday: 9:00u202fAMu2009–u20099:00u202fPM Friday: 9:00u202fAMu2009–u20099:00u202fPM Saturday: 9:00u202fAMu2009–u20099:00u202fPM Sunday: 9:00u202fAMu2009–u20099:00u202fPM]",43.29698750,-2.98620290,Baracaldo
"Camping La Barguilla","Lugar Barrio Vegacorredor S/N Ramales de la Victoria",4.2,http://www.campingramales.com/,"[Monday: 9:00u202fAMu2009–u20099:00u202fPM Tuesday: 9:00u202fAMu2009–u20099:00u202fPM Wednesday: 9:00u202fAMu2009–u20099:00u202fPM Thursday: 9:00u202fAMu2009–u20099:00u202fPM Friday: 9:00u202fAMu2009–u20099:00u202fPM Saturday: 9:00u202fAMu2009–u20099:00u202fPM Sunday: 9:00u202fAMu2009–u20099:00u202fPM]",43.29698750,-2.98620290,Baracaldo
"Camping Saturraran","Carretera de Deba a Gernika km 7 Mutriku",3.6,https://www.campingsaturraran.com/,"[Monday: 9:00u202fAMu2009–u200911:00u202fPM Tuesday: 9:00u202fAMu2009–u200911:00u202fPM Wednesday: 9:00u202fAMu2009–u200911:00u202fPM Thursday: 9:00u202fAMu2009–u200911:00u202fPM Friday: 9:00u202fAMu2009–u200911:00u202fPM Saturday: 9:00u202fAMu2009–u200911:00u202fPM Sunday: 9:00u202fAMu2009–u200911:00u202fPM]",43.29698750,-2.98620290,Baracaldo
"Camping Galdona","Barrio Galdonamendi s/n Mutriku",4.2,https://www.campinggaldona.com/,"[Monday: 9:00u202fAMu2009–u20098:00u202fPM Tuesday: 9:00u202fAMu2009–u20098:00u202fPM Wednesday: 9:00u202fAMu2009–u20098:00u202fPM Thursday: 9:00u202fAMu2009–u20098:00u202fPM Friday: 9:00u202fAMu2009–u20098:00u202fPM Saturday: 9:00u202fAMu2009–u20098:00u202fPM Sunday: 9:00u202fAMu2009–u20098:00u202fPM]",43.29698750,-2.98620290,Baracaldo
"Camping Arrien Gorliz","Uresarantze Bidea 15 Bis Gorliz",3.9,http://www.campinggorliz.com/es/home/1.html,"[Monday: 9:00u202fAMu2009–u20098:00u202fPM Tuesday: 9:00u202fAMu2009–u20098:00u202fPM Wednesday: 9:00u202fAMu2009–u20098:00u202fPM Thursday: 9:00u202fAMu2009–u20098:00u202fPM Friday: 9:00u202fAMu2009–u20098:00u202fPM Saturday: 9:00u202fAMu2009–u20098:00u202fPM Sunday: 9:00u202fAMu2009–u20098:00u202fPM]",43.29698750,-2.98620290,Baracaldo
"Camping Laredo","Avda Regatón 2 Laredo",4.2,http://www.campinglaredo.com/,"[Monday: 9:00u202fAMu2009–u20099:00u202fPM Tuesday: 9:00u202fAMu2009–u20099:00u202fPM Wednesday: 9:00u202fAMu2009–u20099:00u202fPM Thursday: 9:00u202fAMu2009–u20099:00u202fPM Friday: 9:00u202fAMu2009–u20099:00u202fPM Saturday: 9:00u202fAMu2009–u20099:00u202fPM Sunday: 9:00u202fAMu2009–u20099:00u202fPM]",43.29698750,-2.98620290,Baracaldo
"Camping Playa de Ris - Noja","Calle el Rano 2 P.º Marítimo s/n Noja",2.9,https://www.campingnoja.es/,"[Monday: 10:00u202fAMu2009–u200910:00u202fPM Tuesday: 10:00u202fAMu2009–u200910:00u202fPM Wednesday: 10:00u202fAMu2009–u200910:00u202fPM Thursday: 10:00u202fAMu2009–u200910:00u202fPM Friday: 10:00u202fAMu2009–u200910:00u202fPM Saturday: 10:00u202fAMu2009–u200910:00u202fPM Sunday: 10:00u202fAMu2009–u200910:00u202fPM]",43.29698750,-2.98620290,Baracaldo
"Camping Santa Elena","Carretera Deba Km. 5 Mutriku",4.1,http://www.camping-santaelena.com/,"[Monday: 9:00u202fAMu2009–u200911:30u202fPM Tuesday: 9:00u202fAMu2009–u200911:30u202fPM Wednesday: 9:00u202fAMu2009–u200911:30u202fPM Thursday: 9:00u202fAMu2009–u200911:30u202fPM Friday: 9:00u202fAMu2009–u200911:30u202fPM Saturday: 9:00u202fAMu2009–u200911:30u202fPM Sunday: 9:00u202fAMu2009–u200911:30u202fPM]",43.29698750,-2.98620290,Baracaldo
"Camping La Isla","Calle Travesía El Ribero s/n Villalázara",4.4,http://www.campinglaisla.com/,"[Monday: Closed Tuesday: Closed Wednesday: Closed Thursday: Closed Friday: 9:00u202fAMu2009–u20098:00u202fPM Saturday: 9:00u202fAMu2009–u20098:00u202fPM Sunday: 9:00u202fAMu2009–u20096:00u202fPM]",43.29698750,-2.98620290,Baracaldo
"Camping Playa la Arena","Lugar Playa Arena 5 Arnuero",4.3,http://www.campinghotelplayalaarena.com/,"[Monday: 9:00u202fAMu2009–u200910:00u202fPM Tuesday: 9:00u202fAMu2009–u200910:00u202fPM Wednesday: 9:00u202fAMu2009–u200910:00u202fPM Thursday: 9:00u202fAMu2009–u200910:00u202fPM Friday: 9:00u202fAMu2009–u200910:00u202fPM Saturday: 9:00u202fAMu2009–u200910:00u202fPM Sunday: 9:00u202fAMu2009–u200910:00u202fPM]",43.29698750,-2.98620290,Baracaldo
"Camping Carlos V","Tr.ª los Derechos Humanos 15 Laredo",3.5,https://campingcarlosv.com/?utm_source=google&utm_medium=boton+ficha&utm_campaign=ficha+google,"[Monday: 8:00u202fAMu2009–u200910:00u202fPM Tuesday: 8:00u202fAMu2009–u200910:00u202fPM Wednesday: 8:00u202fAMu2009–u200910:00u202fPM Thursday: 8:00u202fAMu2009–u200910:00u202fPM Friday: 8:00u202fAMu2009–u200910:00u202fPM Saturday: 8:00u202fAMu2009–u200910:00u202fPM Sunday: 8:00u202fAMu2009–u200910:00u202fPM]",43.29698750,-2.98620290,Baracaldo
"Camping Sopelana","Avenida Atxabiribil Etorbidea 30",3.7,http://www.campingsopelana.com/,"Schedule not available",43.29698750,-2.98620290,Baracaldo
"Camping Playa Arenillas","Barrio Arenillas 43 Islares",4,https://www.campingplayaarenillas.es/,"Schedule not available",43.29698750,-2.98620290,Baracaldo
"Plaza de aparcamiento de Caravanas","Helipuerto BEC Barakaldo",3.1,"Website not available","[Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours]",43.29698750,-2.98620290,Baracaldo
"Ariño kamper area","Areitio Auzoa 22 Mallabia",4.7,https://www.homecamper.es/land/44412?_gl=1*16wi9xj*_up*MQ..*_ga*MTI5MDgzMjY2OC4xNjk4MjIwMzkx*_ga_C10EVV967J*MTY5ODIyMDM5MS4xLjEuMTY5ODIyMDQxMy4wLjAuMA..,"[Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours]",43.29698750,-2.98620290,Baracaldo
CAMPER,"Etorbidea Martiturri 16P",1,"Website not available","Schedule not available",43.29698750,-2.98620290,Baracaldo
"Endai kanpina","carretera de la costa Lekeitio Ondarroa km 57800",4.1,http://www.campingseuskadi.com/endai/,"Schedule not available",43.29698750,-2.98620290,Baracaldo
"Camping de Castro","Castro Urdiales",3.9,http://campingdecastro.es/,"Schedule not available",43.29698750,-2.98620290,Baracaldo
"Camping El Brezal","Carretera s-n El Vado",4.4,http://www.campingelbrezal.com/,"Schedule not available",43.29698750,-2.98620290,Baracaldo
"Camping Cañiza","Rúa Carballo do Marco 26 A Cañiza",4.8,http://www.campingcañiza.com/,"[Monday: 8:30u202fAMu2009–u200911:30u202fPM Tuesday: 9:00u202fAMu2009–u200911:30u202fPM Wednesday: 8:30u202fAMu2009–u200911:30u202fPM Thursday: 8:30u202fAMu2009–u200911:30u202fPM Friday: 8:30u202fAMu2009–u200911:30u202fPM Saturday: 8:30u202fAMu2009–u200911:30u202fPM Sunday: 8:30u202fAMu2009–u200911:30u202fPM]",42.33578930,-7.86388100,Orense
"Cámping O Corgo Muíños","Carretera Ou-540 0 S N Muíños",4.3,http://www.concellomuinos.com/,"[Monday: 10:00u202fAMu2009–u20092:00u202fPM 4:00u2009–u20098:00u202fPM Tuesday: 10:00u202fAMu2009–u20092:00u202fPM 4:00u2009–u20098:00u202fPM Wednesday: 10:00u202fAMu2009–u20092:00u202fPM 4:00u2009–u20098:00u202fPM Thursday: 10:00u202fAMu2009–u20092:00u202fPM 4:00u2009–u20098:00u202fPM Friday: 10:00u202fAMu2009–u20092:00u202fPM 4:00u2009–u20098:00u202fPM Saturday: 10:00u202fAMu2009–u20092:00u202fPM 4:00u2009–u20098:00u202fPM Sunday: 10:00u202fAMu2009–u20092:00u202fPM 4:00u2009–u20098:00u202fPM]",42.33578930,-7.86388100,Orense
"Camping Maceira","Playa Fluvial de Maceira Covelo",4.5,http://www.campingmaceira.com/,"[Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours]",42.33578930,-7.86388100,Orense
"Camping Vila de Sarria","Carretera de Pintin km 1 Camino de Santiago km 113",4.3,https://www.campingviladesarria.com/,"[Monday: 11:00u202fAMu2009–u20095:00u202fPM Tuesday: 11:00u202fAMu2009–u20095:00u202fPM Wednesday: 11:00u202fAMu2009–u20095:00u202fPM Thursday: 11:00u202fAMu2009–u20095:00u202fPM Friday: 11:00u202fAMu2009–u200912:00u202fAM Saturday: 11:00u202fAMu2009–u200912:00u202fAM Sunday: 11:00u202fAMu2009–u20099:00u202fPM]",42.33578930,-7.86388100,Orense
"Bar A Peneda","Av. da Praia S/N Monterroso",4.3,http://www.aged-sl.com/camping/,"[Monday: 8:00u202fAMu2009–u200911:00u202fPM Tuesday: 8:00u202fAMu2009–u200911:00u202fPM Wednesday: 8:00u202fAMu2009–u200911:00u202fPM Thursday: 8:00u202fAMu2009–u200911:00u202fPM Friday: 8:00u202fAMu2009–u200911:00u202fPM Saturday: 8:00u202fAMu2009–u200911:00u202fPM Sunday: 8:00u202fAMu2009–u200911:00u202fPM]",42.33578930,-7.86388100,Orense
"Camping Arenteiro","Parque etnográfico do Arenteiro s/n O Carballiño",4.5,"Website not available","Schedule not available",42.33578930,-7.86388100,Orense
"Camping de Lamas de Mouro","Lugar de Porto Ribeiro Parque de Campismo de",4.2,http://camping-de-lamas-de-mouro.negocio.site/,"[Monday: 9:00u202fAMu2009–u20096:00u202fPM Tuesday: 9:00u202fAMu2009–u20096:00u202fPM Wednesday: 9:00u202fAMu2009–u20096:00u202fPM Thursday: 9:00u202fAMu2009–u20096:00u202fPM Friday: 9:00u202fAMu2009–u20096:00u202fPM Saturday: 9:00u202fAMu2009–u20096:00u202fPM Sunday: 9:00u202fAMu2009–u20096:00u202fPM]",42.33578930,-7.86388100,Orense
"Camping A Saleta",Silleda,1,"Website not available","Schedule not available",42.33578930,-7.86388100,Orense
"Camping Quinta da Viña Grande","OU-1208 Lantemil Entrimo",4.6,https://vinagrand.wixsite.com/vinagrande,"Schedule not available",42.33578930,-7.86388100,Orense
"R realiza","Rúa G 7 Quintela","Rating not available","Website not available","Schedule not available",42.33578930,-7.86388100,Orense
"Camping A Masía","Avenida de Ourense 34 A Pobra de Trives",4,https://www.campings.net/comentarios-camping-a-masia-en-a-pobra-de-trives.htm,"Schedule not available",42.33578930,-7.86388100,Orense
"Parking de caravanas","Rúa Portovello 30 Allariz",3.8,"Website not available","Schedule not available",42.33578930,-7.86388100,Orense
"Camping Os Invernadeiros","Carr. Celanova 0 Allariz",4.4,http://www.allariz.gal/reatur/camping/,"[Monday: 9:00u202fAMu2009–u200911:00u202fPM Tuesday: 9:00u202fAMu2009–u200911:00u202fPM Wednesday: 9:00u202fAMu2009–u200911:00u202fPM Thursday: 9:00u202fAMu2009–u200911:00u202fPM Friday: 9:00u202fAMu2009–u200911:00u202fPM Saturday: 9:00u202fAMu2009–u200911:00u202fPM Sunday: 9:00u202fAMu2009–u200911:00u202fPM]",42.33578930,-7.86388100,Orense
"Embalse Las Conchas","Lugar Mugueimes 23",4.3,"Website not available","Schedule not available",42.33578930,-7.86388100,Orense
"Área de autocaravanas","San Xoán de Río",4.7,"Website not available","[Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours]",42.33578930,-7.86388100,Orense
"Camping and Caravanning Peso Spa","Termas do Pes Melgaço",4.1,http://campingmelgaco.com/pt/,"Schedule not available",42.33578930,-7.86388100,Orense
"Camping Osuna","C. Jardines de Aranjuez s/n Madrid",3.9,http://www.campingosuna.com/,"[Monday: 8:00u202fAMu2009–u200911:30u202fPM Tuesday: 8:00u202fAMu2009–u200911:30u202fPM Wednesday: 8:00u202fAMu2009–u200911:30u202fPM Thursday: 8:00u202fAMu2009–u200911:30u202fPM Friday: 8:00u202fAMu2009–u200911:30u202fPM Saturday: 8:00u202fAMu2009–u200911:30u202fPM Sunday: 8:00u202fAMu2009–u200911:30u202fPM]",40.53725120,-3.63722450,Alcobendas
"Camping Madrid Monte Holiday","Finca El Calleja del Tercio Nuevo s/n",4.3,http://www.campingmonteholiday.com/,"[Monday: 8:00u202fAMu2009–u200911:30u202fPM Tuesday: 8:00u202fAMu2009–u200911:30u202fPM Wednesday: 8:00u202fAMu2009–u200911:30u202fPM Thursday: 8:00u202fAMu2009–u200911:30u202fPM Friday: 8:00u202fAMu2009–u200911:30u202fPM Saturday: 8:00u202fAMu2009–u200911:30u202fPM Sunday: 8:00u202fAMu2009–u200911:30u202fPM]",40.53725120,-3.63722450,Alcobendas
"Camping El Valle","Carretera M-610 Bustarviejo a Carr. de Miraflores km. 15 500 Bustarviejo",4,http://www.sierranorte.com/camping-elvalle/contacta.php,"[Monday: 10:00u202fAMu2009–u20099:00u202fPM Tuesday: 10:00u202fAMu2009–u20099:00u202fPM Wednesday: 10:00u202fAMu2009–u20099:00u202fPM Thursday: 10:00u202fAMu2009–u20099:00u202fPM Friday: 10:00u202fAMu2009–u20099:00u202fPM Saturday: 10:00u202fAMu2009–u20099:00u202fPM Sunday: 10:00u202fAMu2009–u20099:00u202fPM]",40.53725120,-3.63722450,Alcobendas
"Camping Madrid Arco Iris","M-501 7 1 Villaviciosa de Odón",4,http://www.campingmadridarcoiris.com/,"[Monday: 8:00u202fAMu2009–u200910:00u202fPM Tuesday: 8:00u202fAMu2009–u200910:00u202fPM Wednesday: 8:00u202fAMu2009–u200910:00u202fPM Thursday: 8:00u202fAMu2009–u200910:00u202fPM Friday: 8:00u202fAMu2009–u200910:00u202fPM Saturday: 8:00u202fAMu2009–u200910:00u202fPM Sunday: 8:00u202fAMu2009–u200910:00u202fPM]",40.53725120,-3.63722450,Alcobendas
"Camping San Juan","Km 22 2 M-600 Valdemorillo",4,http://www.campingsanjuan.com/,"[Monday: 8:00u202fAMu2009–u200912:00u202fAM Tuesday: 8:00u202fAMu2009–u200912:00u202fAM Wednesday: 8:00u202fAMu2009–u200912:00u202fAM Thursday: 8:00u202fAMu2009–u200912:00u202fAM Friday: 8:00u202fAMu2009–u200912:00u202fAM Saturday: 8:00u202fAMu2009–u200912:00u202fAM Sunday: 8:00u202fAMu2009–u200912:00u202fAM]",40.53725120,-3.63722450,Alcobendas
"Camping Pico de la Miel","C. del Camping La Cabrera",3.9,http://www.picodelamiel.com/,"[Monday: 9:00u202fAMu2009–u20099:00u202fPM Tuesday: 9:00u202fAMu2009–u20099:00u202fPM Wednesday: 9:00u202fAMu2009–u20099:00u202fPM Thursday: 9:00u202fAMu2009–u20099:00u202fPM Friday: 9:00u202fAMu2009–u20099:00u202fPM Saturday: 9:00u202fAMu2009–u20099:00u202fPM Sunday: 9:00u202fAMu2009–u20099:00u202fPM]",40.53725120,-3.63722450,Alcobendas
"Camping Capfun El Escorial","M-600 km 3 500 El Escorial",3.8,https://www.capfun.com/camping-espagne-communaute_madrid-escorial-FR.html,"[Monday: 9:00u202fAMu2009–u20091:00u202fPM 2:00u2009–u20097:00u202fPM Tuesday: 9:00u202fAMu2009–u20091:00u202fPM 2:00u2009–u20097:00u202fPM Wednesday: 9:00u202fAMu2009–u20091:00u202fPM 2:00u2009–u20097:00u202fPM Thursday: 9:00u202fAMu2009–u20091:00u202fPM 2:00u2009–u20097:00u202fPM Friday: 9:00u202fAMu2009–u20091:00u202fPM 2:00u2009–u20097:00u202fPM Saturday: 9:00u202fAMu2009–u20091:00u202fPM 2:00u2009–u20096:00u202fPM Sunday: 9:00u202fAMu2009–u20091:00u202fPM 2:00u2009–u20096:00u202fPM]",40.53725120,-3.63722450,Alcobendas
"CAMPING EL PICACHUELO","M127 KM 5 de El Berrueco a Cervera Carretera 7 El Berrueco",4,http://www.sierranorte.com/aquanor,"[Monday: 9:00u202fAMu2009–u200910:00u202fPM Tuesday: 9:00u202fAMu2009–u200910:00u202fPM Wednesday: 9:00u202fAMu2009–u200910:00u202fPM Thursday: 9:00u202fAMu2009–u200910:00u202fPM Friday: 9:00u202fAMu2009–u200910:00u202fPM Saturday: 9:00u202fAMu2009–u200910:00u202fPM Sunday: 9:00u202fAMu2009–u200910:00u202fPM]",40.53725120,-3.63722450,Alcobendas
"Camping Piscis","M-625 km.18 Navalafuente",3.8,https://campiscis.com/,"[Monday: 10:00u202fAMu2009–u20098:00u202fPM Tuesday: 10:00u202fAMu2009–u20098:00u202fPM Wednesday: 10:00u202fAMu2009–u20098:00u202fPM Thursday: 10:00u202fAMu2009–u20098:00u202fPM Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours]",40.53725120,-3.63722450,Alcobendas
"CAMPING Cervera de Buitrago","C/ de la Iglesia 0 Cervera de Buitrago",3.7,http://www.sierranorte.com/aquanor,"[Monday: 9:00u202fAMu2009–u200910:00u202fPM Tuesday: 9:00u202fAMu2009–u200910:00u202fPM Wednesday: 9:00u202fAMu2009–u200910:00u202fPM Thursday: 9:00u202fAMu2009–u200910:00u202fPM Friday: 9:00u202fAMu2009–u200910:00u202fPM Saturday: 9:00u202fAMu2009–u200910:00u202fPM Sunday: 9:00u202fAMu2009–u200910:00u202fPM]",40.53725120,-3.63722450,Alcobendas
"Camping La Nava","Carretera de Peguerinos- Alto del León KM 3600 Peguerinos",4.4,http://www.campinglanava.es/,"[Monday: Closed Tuesday: Closed Wednesday: Closed Thursday: Closed Friday: 12:00u2009–u200911:30u202fPM Saturday: 8:30u202fAMu2009–u200911:30u202fPM Sunday: 8:30u202fAMu2009–u20098:00u202fPM]",40.53725120,-3.63722450,Alcobendas
"Area las Cigueñas","Polígono atalayuela Madrid",4.2,https://www.facebook.com/Mastercaravaning,"[Monday: 8:00u202fAMu2009–u200912:00u202fAM Tuesday: 8:00u202fAMu2009–u200912:00u202fAM Wednesday: 8:00u202fAMu2009–u200912:00u202fAM Thursday: 8:00u202fAMu2009–u200912:00u202fAM Friday: 8:00u202fAMu2009–u200912:00u202fAM Saturday: 8:00u202fAMu2009–u200912:00u202fAM Sunday: 8:00u202fAMu2009–u200912:00u202fAM]",40.53725120,-3.63722450,Alcobendas
"FERNANMOR S.L.","Carretera de Bustarviejo KM 5 Cabanillas de la Sierra",4,"Website not available","[Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours]",40.53725120,-3.63722450,Alcobendas
"Camping Los Herrenes","C. Borrico Parra 29 Moralzarzal",4.5,"Website not available","Schedule not available",40.53725120,-3.63722450,Alcobendas
"Camping el Ortigal","C. de los Montañeros 19D Manzanares el Real",4.4,"Website not available","Schedule not available",40.53725120,-3.63722450,Alcobendas
"Camping Arganda","Carr. Campo Real Km. 3 600 La Poveda",2.6,"Website not available","Schedule not available",40.53725120,-3.63722450,Alcobendas
"Finca De Los Sueños","Cam. de San Martín de la Vega a Arganda",4.5,https://finca-de-suenos.business.site/?utm_source=gmb&utm_medium=referral,"[Monday: 9:00u202fAMu2009–u200910:00u202fPM Tuesday: 9:00u202fAMu2009–u200910:00u202fPM Wednesday: 9:00u202fAMu2009–u200910:00u202fPM Thursday: 9:00u202fAMu2009–u200910:00u202fPM Friday: 9:00u202fAMu2009–u200910:00u202fPM Saturday: 9:00u202fAMu2009–u200910:00u202fPM Sunday: 9:00u202fAMu2009–u200910:00u202fPM]",40.53725120,-3.63722450,Alcobendas
"Camping soto","Ctra. Galápagos 63B Torrejón del Rey",4.4,"Website not available","Schedule not available",40.53725120,-3.63722450,Alcobendas
"Bungalows - Camping - Alpha","C. Calidad S/N Getafe",3.5,http://www.campingalpha.com/,"[Monday: 8:30u202fAMu2009–u200911:00u202fPM Tuesday: 8:30u202fAMu2009–u200911:00u202fPM Wednesday: 8:30u202fAMu2009–u200911:00u202fPM Thursday: 8:30u202fAMu2009–u200911:00u202fPM Friday: 8:30u202fAMu2009–u200911:00u202fPM Saturday: 8:30u202fAMu2009–u200911:00u202fPM Sunday: 8:30u202fAMu2009–u200911:00u202fPM]",40.53725120,-3.63722450,Alcobendas
"Belo’s Farm","PC6R+8C El Molar","Rating not available","Website not available","Schedule not available",40.53725120,-3.63722450,Alcobendas
"Motorhome park for free",Agaete,1,"Website not available","[Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours]",27.99553130,-15.41737260,Telde
"Camping Tasartico","GC-204 s n Tasartico",3.7,https://www.blueoceancamp.com/,"[Monday: 8:00u202fAMu2009–u200910:00u202fPM Tuesday: 8:00u202fAMu2009–u200910:00u202fPM Wednesday: 8:00u202fAMu2009–u200910:00u202fPM Thursday: 8:00u202fAMu2009–u200910:00u202fPM Friday: 8:00u202fAMu2009–u200910:00u202fPM Saturday: 8:00u202fAMu2009–u200910:00u202fPM Sunday: 8:00u202fAMu2009–u200910:00u202fPM]",27.99553130,-15.41737260,Telde
"Motorhome Park","Av. de Francia 1 Mogán",2.3,"Website not available","[Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours]",27.99553130,-15.41737260,Telde
"Camping Playa de Vargas","Camino Vecinal de Vargas S/N Agüimes",3.9,https://campingplayadevargas.com/,"[Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours]",27.99553130,-15.41737260,Telde
"Motorhome and car free parking",Telde,"Rating not available","Website not available","[Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours]",27.99553130,-15.41737260,Telde
"Paying motorhome area","4CV9+M8 La Cordillera",4.1,"Website not available","[Monday: 9:00u202fAMu2009–u200911:00u202fPM Tuesday: 9:00u202fAMu2009–u200911:00u202fPM Wednesday: 9:00u202fAMu2009–u200911:00u202fPM Thursday: 9:00u202fAMu2009–u200911:00u202fPM Friday: 9:00u202fAMu2009–u200911:00u202fPM Saturday: 9:00u202fAMu2009–u200911:00u202fPM Sunday: 9:00u202fAMu2009–u200911:00u202fPM]",27.99553130,-15.41737260,Telde
"Motorhome park for free","35479 Las Palmas Spain","Rating not available","Website not available","[Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours]",27.99553130,-15.41737260,Telde
"Zona de acampada Llanos de la Pez",Tejeda,4.7,"Website not available","[Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours]",27.99553130,-15.41737260,Telde
"Club de Camping y Caravaning Gran Canaria","C. Albañil 36 Telde",4,"Website not available","Schedule not available",27.99553130,-15.41737260,Telde
"Camping El Pinillo","GC-505 97 El Sao",4.2,https://campingelpinillo.es/,"Schedule not available",27.99553130,-15.41737260,Telde
"Motorhome and car park","La Aldea de San Nicolas de Tolentino",4,"Website not available","[Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours]",27.99553130,-15.41737260,Telde
"Zona de Acampada Morro De Santiago","San Bartolomé de Tirajana",4.4,"Website not available","[Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours]",27.99553130,-15.41737260,Telde
"Camping Temisas","Diseminado Calle Lomo de la Cruz 27 Temisas",4,"Website not available","Schedule not available",27.99553130,-15.41737260,Telde
"Llanos del Salado","Vega de San Mateo",4.7,"Website not available","Schedule not available",27.99553130,-15.41737260,Telde
"Camp the Garañón","XC88+HJ Caserio Llanos de la Pez 1 La Culata",4.4,http://www.grancanariajoven.es/contenido/Campamento_El_Garanon/38,"Schedule not available",27.99553130,-15.41737260,Telde
"Zona De Acampada Salinetas",Telde,3.7,"Website not available","Schedule not available",27.99553130,-15.41737260,Telde
"Llanos de La Mimbre","3853+3H El Risco",5,https://acampadas.grancanaria.com/,"Schedule not available",27.99553130,-15.41737260,Telde
"Bungalows Vista Dunas","C. Einstein 25 Maspalomas",4.4,"Website not available","Schedule not available",27.99553130,-15.41737260,Telde
"Parking caravanas",Moya,3,"Website not available","Schedule not available",27.99553130,-15.41737260,Telde
"Alto Del Pozo","Vega de San Mateo",4.5,"Website not available","Schedule not available",27.99553130,-15.41737260,Telde
"Camping As Cancelas (Santiago de Compostela)","15704 Rúa do Vintecinco de Xullo 35 Santiago de Compostela",3.9,http://www.campingascancelas.com/,"[Monday: 9:00u202fAMu2009–u200912:00u202fAM Tuesday: 9:00u202fAMu2009–u200912:00u202fAM Wednesday: 9:00u202fAMu2009–u200912:00u202fAM Thursday: 9:00u202fAMu2009–u200912:00u202fAM Friday: 9:00u202fAMu2009–u200912:00u202fAM Saturday: 9:00u202fAMu2009–u200912:00u202fAM Sunday: 9:00u202fAMu2009–u200912:00u202fAM]",42.87686060,-8.54417290,"Santiago de Compostela"
